global_timestamp_ms,angle
1691507143.0178127,x
1691507143.0188165,x
1691507143.0988126,159.0453758767701
1691507143.099815,x
1691507143.1758118,154.19125965007748
1691507143.2578151,146.1677433638143
1691507143.3423576,x
1691507143.3433704,x
1691507143.4183664,126.47248256337836
1691507143.497367,x
1691507143.4983697,x
1691507143.5793655,108.6939003080481
1691507143.6563692,100.33612223920868
1691507143.7363653,x
1691507143.7373655,x
1691507143.8163702,77.06615607026463
1691507143.8928874,x
1691507143.893892,x
1691507143.9688892,x
1691507143.9698875,x
1691507144.0468926,52.38710573825676
1691507144.121429,x
1691507144.122434,x
1691507144.196427,41.792186238735624
1691507144.2734315,36.37546320483452
1691507144.3544316,30.731555037689635
1691507144.4274273,x
1691507144.428432,x
1691507144.5024312,x
1691507144.5034325,x
1691507144.5764322,30.679646930892098
1691507144.6524324,34.22321525031782
1691507144.729498,43.935939817919255
1691507144.8044972,175.75599448639787
1691507144.8864956,175.7223199545866
1691507144.9604998,35.373977826252386
1691507145.035696,x
1691507145.0367126,x
1691507145.110391,61.57724390224651
1691507145.1873877,x
1691507145.266389,x
1691507145.35039,x
1691507145.429917,x
1691507145.505918,x
1691507145.5829144,x
1691507145.6599152,x
1691507145.7369158,x
1691507145.8169177,x
1691507145.8984723,x
1691507145.976472,x
1691507146.0554707,x
1691507146.1354728,x
1691507146.2144732,x
1691507146.2964702,x
1691507146.3754716,x
1691507146.468642,x
1691507146.4696405,x
1691507146.5409293,x
1691507146.5419466,x
1691507146.6159437,x
1691507146.6169453,x
1691507146.690946,72.21430158919762
1691507146.7649455,95.02144200265454
1691507146.8389494,x
1691507146.8399458,x
1691507146.9159443,x
1691507146.916945,x
1691507146.9909449,x
1691507146.9919431,x
1691507147.065944,139.34641240070454
1691507147.1415086,x
1691507147.1425066,x
1691507147.2165031,149.16390030287397
1691507147.2925043,x
1691507147.2935052,x
1691507147.3680437,161.56371957967158
1691507147.4390469,x
1691507147.4400468,x
1691507147.5130465,165.10018332315366
1691507147.5860443,171.45731045922273
1691507147.661045,171.97309780259374
1691507147.7350438,173.83036864233085
1691507147.736045,x
1691507147.8105855,176.57966320564768
1691507147.8855853,x
1691507147.8865876,x
1691507147.962585,177.36261469863595
1691507148.0375855,x
1691507148.0385876,x
1691507148.1115873,x
1691507148.1125848,x
1691507148.1855862,178.545448873367
1691507148.2605853,x
1691507148.2615848,x
1691507148.3375878,178.43814438709512
1691507148.4105878,178.98064895617898
1691507148.4825866,x
1691507148.4835873,x
1691507148.55559,172.03952275284635
1691507148.629585,x
1691507148.630588,x
1691507148.7046082,179.63456761548048
1691507148.7806077,177.42690245643857
1691507148.856608,x
1691507148.8576095,x
1691507148.932607,x
1691507148.9336095,x
1691507149.0096097,175.29859504427097
1691507149.082607,x
1691507149.0836089,x
1691507149.1566095,172.28900683199407
1691507149.2301695,x
1691507149.2311676,x
1691507149.3101654,x
1691507149.311167,x
1691507149.384167,153.54107890580767
1691507149.455166,146.04685769436173
1691507149.5281644,124.03148101223873
1691507149.6031969,115.4777247047062
1691507149.678198,105.54132508274981
1691507149.7532043,93.2873843178565
1691507149.8281949,x
1691507149.829196,x
1691507149.9022,x
1691507149.903196,x
1691507149.9781942,x
1691507149.9791949,x
1691507150.05292,x
1691507150.0539224,x
1691507150.1279194,49.49643509677478
1691507150.205921,42.886361975310734
1691507150.2799194,35.281404615640135
1691507150.2809217,x
1691507150.3619204,38.45735380145999
1691507150.43592,36.89313169134438
1691507150.5075097,32.18776156124646
1691507150.5085104,x
1691507150.5795095,x
1691507150.5805106,x
1691507150.6545098,26.780148807029754
1691507150.655511,x
1691507150.7295115,26.124931867809938
1691507150.80451,x
1691507150.8055089,x
1691507150.8805103,26.02965666089387
1691507150.9545124,24.525367532862532
1691507151.028511,22.328279669747037
1691507151.103511,x
1691507151.1045103,x
1691507151.1780686,x
1691507151.1790855,x
1691507151.2535908,x
1691507151.2545855,x
1691507151.3305852,22.66955862507745
1691507151.403585,28.334904184533702
1691507151.4780118,x
1691507151.4790287,x
1691507151.552027,x
1691507151.553027,x
1691507151.6250272,30.520539473624023
1691507151.6970272,x
1691507151.6980274,x
1691507151.7710345,33.116699637575266
1691507151.8470275,42.41261152046081
1691507151.9220266,31.69159013631551
1691507151.9960265,120.09852008360475
1691507152.0710268,x
1691507152.0720274,x
1691507152.1450365,x
1691507152.146025,x
1691507152.2190254,28.72519783298044
1691507152.295026,x
1691507152.2960272,x
1691507152.3750248,x
1691507152.3760269,x
1691507152.450027,34.7889035101644
1691507152.5220308,x
1691507152.523028,x
1691507152.5945606,42.445452264192916
1691507152.6665752,x
1691507152.6675763,x
1691507152.7395766,53.17083940399278
1691507152.8155744,71.3359940870833
1691507152.8905756,84.62487025976593
1691507152.965905,105.03402092310166
1691507153.0399108,112.41924714004148
1691507153.1160908,x
1691507153.1170895,x
1691507153.1950896,x
1691507153.1960895,x
1691507153.2700913,139.96417552259064
1691507153.3520896,151.2354656484701
1691507153.4260907,157.46090320071954
1691507153.5001314,x
1691507153.50113,x
1691507153.5731306,161.74255899471302
1691507153.6461308,162.9722963404941
1691507153.7191317,164.4171696669605
1691507153.7931306,x
1691507153.794132,x
1691507153.8691316,x
1691507153.8701303,x
1691507153.944138,x
1691507153.945131,x
1691507154.0191307,166.7211840825778
1691507154.0941336,x
1691507154.0951324,x
1691507154.1814885,x
1691507154.1824903,x
1691507154.256489,x
1691507154.2574878,x
1691507154.3354895,163.4638088793729
1691507154.4054873,x
1691507154.4064877,x
1691507154.4754882,159.6328778947253
1691507154.547488,159.3890898179504
1691507154.6185665,162.20322948810602
1691507154.6895669,165.09401762484796
1691507154.762895,165.81535080011653
1691507154.763895,x
1691507154.8378956,166.363470399098
1691507154.9128935,x
1691507154.9138954,x
1691507154.9858935,x
1691507154.9868965,x
1691507155.059914,170.39576458317777
1691507155.1329155,x
1691507155.133917,x
1691507155.205915,x
1691507155.2069175,x
1691507155.2799172,167.2360720054538
1691507155.3589163,168.51027252635072
1691507155.4329157,166.9702771480354
