global_time,timestamp,Outer forearm sensor value (1),Inner forearm sensor value (2),angle
1691507137.721799,15383448.0,320.0,334.0,132.2652140075136
1691507137.721799,15385020.0,318.0,355.0,132.2652140075136
1691507137.721799,15386588.0,322.0,402.0,132.2652140075136
1691507137.721799,15388156.0,323.0,354.0,132.2652140075136
1691507137.7227988,15389728.0,332.0,306.0,132.2652140075136
1691507137.7227988,15391296.0,313.0,263.0,132.2652140075136
1691507137.7227988,15392864.0,311.0,308.0,132.2652140075136
1691507137.7237988,15394436.0,318.0,321.0,132.2652140075136
1691507137.7237988,15396004.0,316.0,338.0,132.2652140075136
1691507137.7237988,15397572.0,312.0,357.0,132.2652140075136
1691507137.724799,15399144.0,322.0,317.0,132.2652140075136
1691507137.776168,15400712.0,328.0,355.0,165.9533617604995
1691507137.776168,15402280.0,326.0,406.0,165.9533617604995
1691507137.777168,15403852.0,329.0,401.0,165.9533617604995
1691507137.777168,15405420.0,319.0,377.0,165.9533617604995
1691507137.777168,15406988.0,324.0,315.0,165.9533617604995
1691507137.778168,15408560.0,315.0,320.0,165.9533617604995
1691507137.778168,15410128.0,317.0,357.0,165.9533617604995
1691507137.778168,15411700.0,314.0,292.0,165.9533617604995
1691507137.779168,15413276.0,326.0,265.0,165.9533617604995
1691507137.779168,15414836.0,317.0,295.0,165.9533617604995
1691507137.779168,15416404.0,310.0,360.0,165.9533617604995
1691507137.7801683,15417976.0,321.0,427.0,165.9533617604995
1691507137.7801683,15419544.0,323.0,387.0,165.9533617604995
1691507137.7801683,15421112.0,328.0,343.0,165.9533617604995
1691507137.781168,15422684.0,320.0,369.0,165.9533617604995
1691507137.781168,15424252.0,320.0,348.0,165.9533617604995
1691507137.781168,15425820.0,328.0,333.0,165.9533617604995
1691507137.781168,15427392.0,318.0,395.0,165.9533617604995
1691507137.782168,15428960.0,322.0,317.0,165.9533617604995
1691507137.782168,15430532.0,320.0,287.0,165.9533617604995
1691507137.782168,15432100.0,321.0,251.0,165.9533617604995
1691507137.783169,15433668.0,312.0,273.0,165.9533617604995
1691507137.783169,15435236.0,314.0,381.0,165.9533617604995
1691507137.783169,15436816.0,315.0,410.0,165.9533617604995
1691507137.7841687,15438376.0,324.0,320.0,165.9533617604995
1691507137.7841687,15439948.0,322.0,334.0,165.9533617604995
1691507137.7841687,15441516.0,326.0,369.0,165.9533617604995
1691507137.7841687,15443084.0,330.0,356.0,165.9533617604995
1691507137.7851682,15444656.0,330.0,379.0,165.9533617604995
1691507137.7851682,15446224.0,329.0,331.0,165.9533617604995
1691507137.7851682,15447792.0,316.0,327.0,165.9533617604995
1691507137.786168,15449364.0,316.0,328.0,165.9533617604995
1691507137.786168,15450932.0,310.0,302.0,165.9533617604995
1691507137.786168,15452500.0,317.0,373.0,165.9533617604995
1691507137.787168,15454072.0,318.0,342.0,165.9533617604995
1691507137.787168,15455640.0,321.0,325.0,165.9533617604995
1691507137.787168,15457208.0,315.0,310.0,165.9533617604995
1691507137.787168,15458780.0,322.0,334.0,165.9533617604995
1691507137.7881691,15460348.0,323.0,375.0,165.9533617604995
1691507137.7881691,15461916.0,314.0,425.0,165.9533617604995
1691507137.8367534,15463488.0,328.0,368.0,163.01811073336654
1691507137.8367534,15465056.0,324.0,337.0,163.01811073336654
1691507137.8367534,15466624.0,323.0,373.0,163.01811073336654
1691507137.8377523,15468196.0,318.0,340.0,163.01811073336654
1691507137.8377523,15469764.0,323.0,328.0,163.01811073336654
1691507137.8377523,15471332.0,318.0,281.0,163.01811073336654
1691507137.838752,15472904.0,312.0,285.0,163.01811073336654
1691507137.838752,15474472.0,319.0,288.0,163.01811073336654
1691507137.838752,15476040.0,317.0,334.0,163.01811073336654
1691507137.838752,15477612.0,313.0,372.0,163.01811073336654
1691507137.839753,15479180.0,321.0,387.0,163.01811073336654
1691507137.839753,15480752.0,327.0,424.0,163.01811073336654
1691507137.839753,15482320.0,330.0,383.0,163.01811073336654
1691507137.839753,15483888.0,322.0,344.0,163.01811073336654
1691507137.840752,15485460.0,321.0,301.0,163.01811073336654
1691507137.840752,15487028.0,325.0,343.0,163.01811073336654
1691507137.840752,15488596.0,311.0,337.0,163.01811073336654
1691507137.841751,15490164.0,317.0,313.0,163.01811073336654
1691507137.841751,15491736.0,320.0,277.0,163.01811073336654
1691507137.841751,15493304.0,321.0,336.0,163.01811073336654
1691507137.841751,15494876.0,328.0,308.0,163.01811073336654
1691507137.8427527,15496444.0,322.0,317.0,163.01811073336654
1691507137.8427527,15498012.0,322.0,397.0,163.01811073336654
1691507137.8427527,15499584.0,321.0,457.0,163.01811073336654
1691507137.8427527,15501152.0,321.0,373.0,163.01811073336654
1691507137.843752,15502720.0,320.0,299.0,163.01811073336654
1691507137.843752,15504292.0,317.0,346.0,163.01811073336654
1691507137.843752,15505860.0,319.0,335.0,163.01811073336654
1691507137.8447518,15507428.0,331.0,315.0,163.01811073336654
1691507137.8447518,15509000.0,323.0,315.0,163.01811073336654
1691507137.8447518,15510568.0,313.0,327.0,163.01811073336654
1691507137.8447518,15512136.0,317.0,339.0,163.01811073336654
1691507137.845752,15513708.0,321.0,356.0,163.01811073336654
1691507137.845752,15515276.0,316.0,324.0,163.01811073336654
1691507137.845752,15516844.0,312.0,287.0,163.01811073336654
1691507137.8467524,15518416.0,318.0,350.0,163.01811073336654
1691507137.8467524,15519984.0,321.0,397.0,163.01811073336654
1691507137.8467524,15521552.0,326.0,399.0,163.01811073336654
1691507137.8467524,15523124.0,327.0,362.0,163.01811073336654
1691507137.9020572,15524692.0,325.0,350.0,170.5818997685813
1691507137.9020572,15526260.0,320.0,326.0,170.5818997685813
1691507137.9030576,15527832.0,323.0,331.0,170.5818997685813
1691507137.9030576,15529400.0,321.0,307.0,170.5818997685813
1691507137.9030576,15530968.0,320.0,276.0,170.5818997685813
1691507137.9030576,15532540.0,321.0,267.0,170.5818997685813
1691507137.904059,15534108.0,309.0,296.0,170.5818997685813
1691507137.904059,15535680.0,314.0,371.0,170.5818997685813
1691507137.904059,15537248.0,316.0,347.0,170.5818997685813
1691507137.904059,15538816.0,321.0,430.0,170.5818997685813
1691507137.9050574,15540384.0,322.0,479.0,170.5818997685813
1691507137.9050574,15541956.0,328.0,430.0,170.5818997685813
1691507137.9050574,15543524.0,325.0,350.0,170.5818997685813
1691507137.9050574,15545096.0,323.0,310.0,170.5818997685813
1691507137.9060571,15546664.0,323.0,318.0,170.5818997685813
1691507137.9060571,15548232.0,319.0,307.0,170.5818997685813
1691507137.9060571,15549804.0,325.0,303.0,170.5818997685813
1691507137.9060571,15551372.0,316.0,305.0,170.5818997685813
1691507137.9070575,15552940.0,320.0,296.0,170.5818997685813
1691507137.9070575,15554512.0,317.0,324.0,170.5818997685813
1691507137.9080577,15556080.0,312.0,326.0,170.5818997685813
1691507137.9080577,15557656.0,315.0,351.0,170.5818997685813
1691507137.9080577,15559220.0,319.0,367.0,170.5818997685813
1691507137.9080577,15560788.0,312.0,409.0,170.5818997685813
1691507137.9090574,15562356.0,326.0,362.0,170.5818997685813
1691507137.9090574,15563928.0,340.0,323.0,170.5818997685813
1691507137.9090574,15565496.0,327.0,378.0,170.5818997685813
1691507137.9100585,15567068.0,329.0,354.0,170.5818997685813
1691507137.9100585,15568636.0,316.0,281.0,170.5818997685813
1691507137.9100585,15570204.0,319.0,310.0,170.5818997685813
1691507137.9100585,15571776.0,317.0,337.0,170.5818997685813
1691507137.911058,15573344.0,319.0,316.0,170.5818997685813
1691507137.911058,15574912.0,319.0,323.0,170.5818997685813
1691507137.911058,15576484.0,315.0,340.0,170.5818997685813
1691507137.911058,15578052.0,313.0,383.0,170.5818997685813
1691507137.91206,15579620.0,327.0,380.0,170.5818997685813
1691507137.91206,15581200.0,320.0,368.0,170.5818997685813
1691507137.91206,15582760.0,327.0,333.0,170.5818997685813
1691507137.91206,15584328.0,321.0,375.0,170.5818997685813
1691507137.91206,15585900.0,318.0,346.0,170.5818997685813
1691507137.9130578,15587468.0,323.0,330.0,170.5818997685813
1691507137.9130578,15589036.0,323.0,330.0,170.5818997685813
1691507137.9640577,15590604.0,315.0,318.0,147.8694649273064
1691507137.9640577,15592176.0,318.0,341.0,147.8694649273064
1691507137.9650583,15593744.0,319.0,334.0,147.8694649273064
1691507137.9650583,15595316.0,318.0,306.0,147.8694649273064
1691507137.9650583,15596884.0,318.0,342.0,147.8694649273064
1691507137.9660592,15598452.0,316.0,382.0,147.8694649273064
1691507137.9660592,15600024.0,326.0,356.0,147.8694649273064
1691507137.9660592,15601592.0,323.0,309.0,147.8694649273064
1691507137.967057,15603160.0,326.0,378.0,147.8694649273064
1691507137.967057,15604728.0,322.0,382.0,147.8694649273064
1691507137.967057,15606300.0,325.0,370.0,147.8694649273064
1691507137.967057,15607868.0,324.0,369.0,147.8694649273064
1691507137.968058,15609440.0,319.0,321.0,147.8694649273064
1691507137.968058,15611008.0,317.0,311.0,147.8694649273064
1691507137.968058,15612576.0,317.0,293.0,147.8694649273064
1691507137.968058,15614148.0,317.0,311.0,147.8694649273064
1691507137.9690566,15615716.0,311.0,305.0,147.8694649273064
1691507137.9690566,15617284.0,319.0,335.0,147.8694649273064
1691507137.9690566,15618856.0,323.0,374.0,147.8694649273064
1691507137.9700575,15620424.0,324.0,342.0,147.8694649273064
1691507137.9700575,15621992.0,318.0,378.0,147.8694649273064
1691507137.9700575,15623564.0,320.0,411.0,147.8694649273064
1691507137.9710574,15625132.0,323.0,376.0,147.8694649273064
1691507137.9710574,15626700.0,321.0,340.0,147.8694649273064
1691507137.9710574,15628272.0,327.0,290.0,147.8694649273064
1691507137.972057,15629840.0,326.0,302.0,147.8694649273064
1691507137.972057,15631408.0,321.0,317.0,147.8694649273064
1691507137.972057,15632980.0,319.0,309.0,147.8694649273064
1691507137.9730575,15634548.0,316.0,297.0,147.8694649273064
1691507137.9730575,15636120.0,319.0,336.0,147.8694649273064
1691507137.9730575,15637688.0,319.0,353.0,147.8694649273064
1691507137.9730575,15639256.0,317.0,358.0,147.8694649273064
1691507137.9740572,15640828.0,327.0,374.0,147.8694649273064
1691507137.9740572,15642396.0,325.0,368.0,147.8694649273064
1691507137.9740572,15643964.0,321.0,379.0,147.8694649273064
1691507137.9740572,15645536.0,327.0,365.0,147.8694649273064
1691507137.9750571,15647104.0,326.0,357.0,147.8694649273064
1691507137.9750571,15648672.0,319.0,326.0,147.8694649273064
1691507137.9750571,15650240.0,319.0,328.0,147.8694649273064
1691507137.9750571,15651812.0,319.0,321.0,147.8694649273064
1691507138.0244954,15653380.0,321.0,286.0,141.52411917925
1691507138.0244954,15654952.0,317.0,323.0,141.52411917925
1691507138.0244954,15656520.0,315.0,343.0,141.52411917925
1691507138.0254953,15658088.0,321.0,325.0,141.52411917925
1691507138.0254953,15659660.0,320.0,335.0,141.52411917925
1691507138.0254953,15661228.0,318.0,366.0,141.52411917925
1691507138.0264957,15662796.0,323.0,404.0,141.52411917925
1691507138.0264957,15664368.0,329.0,386.0,141.52411917925
1691507138.0264957,15665936.0,318.0,351.0,141.52411917925
1691507138.0264957,15667508.0,325.0,342.0,141.52411917925
1691507138.0274954,15669076.0,315.0,339.0,141.52411917925
1691507138.0274954,15670644.0,320.0,306.0,141.52411917925
1691507138.0274954,15672212.0,317.0,324.0,141.52411917925
1691507138.0284953,15673784.0,322.0,317.0,141.52411917925
1691507138.0284953,15675352.0,317.0,329.0,141.52411917925
1691507138.0284953,15676924.0,313.0,359.0,141.52411917925
1691507138.0284953,15678492.0,319.0,332.0,141.52411917925
1691507138.0294957,15680060.0,327.0,329.0,135.1787734311936
1691507138.0294957,15681628.0,323.0,367.0,135.1787734311936
1691507138.0294957,15683200.0,328.0,383.0,135.1787734311936
1691507138.0304964,15684768.0,320.0,372.0,135.1787734311936
1691507138.0304964,15686340.0,321.0,353.0,135.1787734311936
1691507138.0304964,15687908.0,324.0,344.0,135.1787734311936
1691507138.0304964,15689476.0,321.0,335.0,135.1787734311936
1691507138.031495,15691048.0,321.0,290.0,135.1787734311936
1691507138.031495,15692616.0,317.0,280.0,135.1787734311936
1691507138.031495,15694184.0,316.0,356.0,135.1787734311936
1691507138.0324962,15695756.0,316.0,335.0,135.1787734311936
1691507138.0324962,15697324.0,321.0,339.0,135.1787734311936
1691507138.0324962,15698892.0,315.0,361.0,135.1787734311936
1691507138.0324962,15700464.0,320.0,351.0,135.1787734311936
1691507138.0334957,15702040.0,323.0,342.0,135.1787734311936
1691507138.0334957,15703600.0,325.0,368.0,135.1787734311936
1691507138.0344946,15705168.0,327.0,362.0,135.1787734311936
1691507138.0344946,15706740.0,327.0,351.0,135.1787734311936
1691507138.0344946,15708308.0,324.0,348.0,135.1787734311936
1691507138.0354955,15709880.0,322.0,330.0,135.1787734311936
1691507138.0354955,15711448.0,319.0,311.0,135.1787734311936
1691507138.087569,15713016.0,318.0,312.0,128.8334276831372
1691507138.087569,15714588.0,313.0,327.0,128.8334276831372
1691507138.0885673,15716156.0,314.0,332.0,128.8334276831372
1691507138.0885673,15717724.0,316.0,333.0,128.8334276831372
1691507138.0885673,15719296.0,321.0,337.0,128.8334276831372
1691507138.089567,15720864.0,323.0,359.0,128.8334276831372
1691507138.089567,15722432.0,324.0,370.0,128.8334276831372
1691507138.089567,15724004.0,326.0,372.0,128.8334276831372
1691507138.0905664,15725580.0,327.0,351.0,128.8334276831372
1691507138.0905664,15727144.0,323.0,361.0,128.8334276831372
1691507138.0905664,15728712.0,321.0,358.0,128.8334276831372
1691507138.0915675,15730280.0,320.0,323.0,128.8334276831372
1691507138.0915675,15731848.0,316.0,316.0,128.8334276831372
1691507138.0915675,15733420.0,318.0,301.0,128.8334276831372
1691507138.0915675,15734988.0,315.0,310.0,128.8334276831372
1691507138.092566,15736560.0,315.0,350.0,128.8334276831372
1691507138.092566,15738128.0,316.0,338.0,128.8334276831372
1691507138.092566,15739696.0,320.0,350.0,128.8334276831372
1691507138.092566,15741264.0,320.0,353.0,128.8334276831372
1691507138.093567,15742836.0,323.0,379.0,128.8334276831372
1691507138.093567,15744404.0,333.0,375.0,128.8334276831372
1691507138.093567,15745976.0,332.0,344.0,128.8334276831372
1691507138.0945668,15747544.0,321.0,334.0,128.8334276831372
1691507138.0945668,15749112.0,316.0,333.0,128.8334276831372
1691507138.0945668,15750684.0,318.0,328.0,128.8334276831372
1691507138.0945668,15752252.0,313.0,317.0,128.8334276831372
1691507138.0955677,15753820.0,322.0,319.0,128.8334276831372
1691507138.0955677,15755388.0,321.0,314.0,128.8334276831372
1691507138.0955677,15756960.0,324.0,325.0,128.8334276831372
1691507138.096567,15758528.0,320.0,325.0,122.48808193508079
1691507138.096567,15760100.0,318.0,359.0,122.48808193508079
1691507138.096567,15761668.0,321.0,387.0,122.48808193508079
1691507138.096567,15763236.0,328.0,362.0,122.48808193508079
1691507138.097567,15764804.0,320.0,376.0,122.48808193508079
1691507138.097567,15766376.0,323.0,364.0,122.48808193508079
1691507138.097567,15767944.0,322.0,352.0,122.48808193508079
1691507138.0985675,15769516.0,320.0,332.0,122.48808193508079
1691507138.0985675,15771084.0,317.0,321.0,122.48808193508079
1691507138.0985675,15772652.0,316.0,312.0,122.48808193508079
1691507138.0995672,15774224.0,317.0,315.0,122.48808193508079
1691507138.0995672,15775792.0,315.0,317.0,122.48808193508079
1691507138.1515958,15777364.0,317.0,329.0,116.14273618702438
1691507138.1515958,15778932.0,318.0,338.0,116.14273618702438
1691507138.1525958,15780500.0,324.0,359.0,116.14273618702438
1691507138.1525958,15782068.0,322.0,365.0,116.14273618702438
1691507138.1525958,15783640.0,321.0,370.0,116.14273618702438
1691507138.1525958,15785208.0,321.0,365.0,116.14273618702438
1691507138.153596,15786780.0,325.0,353.0,116.14273618702438
1691507138.153596,15788348.0,323.0,344.0,116.14273618702438
1691507138.153596,15789916.0,322.0,335.0,116.14273618702438
1691507138.1545963,15791484.0,319.0,322.0,116.14273618702438
1691507138.1545963,15793056.0,317.0,323.0,116.14273618702438
1691507138.1545963,15794624.0,319.0,310.0,116.14273618702438
1691507138.1545963,15796192.0,320.0,320.0,116.14273618702438
1691507138.1555958,15797764.0,319.0,337.0,116.14273618702438
1691507138.1555958,15799332.0,316.0,347.0,116.14273618702438
1691507138.1555958,15800904.0,321.0,354.0,116.14273618702438
1691507138.1565957,15802472.0,329.0,361.0,116.14273618702438
1691507138.1565957,15804040.0,326.0,365.0,116.14273618702438
1691507138.1565957,15805608.0,321.0,362.0,116.14273618702438
1691507138.1575956,15807180.0,321.0,353.0,116.14273618702438
1691507138.1575956,15808748.0,313.0,347.0,116.14273618702438
1691507138.1575956,15810320.0,308.0,346.0,116.14273618702438
1691507138.158596,15811888.0,320.0,315.0,116.14273618702438
1691507138.158596,15813456.0,325.0,306.0,116.14273618702438
1691507138.158596,15815028.0,324.0,322.0,116.14273618702438
1691507138.158596,15816596.0,318.0,327.0,116.14273618702438
1691507138.1595955,15818164.0,317.0,331.0,116.14273618702438
1691507138.1595955,15819736.0,319.0,351.0,116.14273618702438
1691507138.1595955,15821304.0,322.0,361.0,116.14273618702438
1691507138.1605957,15822876.0,323.0,367.0,116.14273618702438
1691507138.1605957,15824444.0,325.0,369.0,116.14273618702438
1691507138.1605957,15826012.0,324.0,365.0,116.14273618702438
1691507138.1605957,15827580.0,321.0,366.0,116.14273618702438
1691507138.161596,15829152.0,328.0,328.0,116.14273618702438
1691507138.161596,15830720.0,324.0,322.0,116.14273618702438
1691507138.161596,15832288.0,318.0,327.0,116.14273618702438
1691507138.161596,15833860.0,316.0,315.0,116.14273618702438
1691507138.1625965,15835428.0,316.0,320.0,116.14273618702438
1691507138.1625965,15837000.0,316.0,325.0,116.14273618702438
1691507138.1625965,15838568.0,316.0,333.0,116.14273618702438
1691507138.1635957,15840136.0,320.0,351.0,109.797390438968
1691507138.2115734,15841704.0,326.0,363.0,103.45204469091158
1691507138.2115734,15843276.0,328.0,371.0,103.45204469091158
1691507138.2125735,15844844.0,326.0,366.0,103.45204469091158
1691507138.2125735,15846420.0,320.0,363.0,103.45204469091158
1691507138.2125735,15847984.0,318.0,351.0,103.45204469091158
1691507138.2125735,15849552.0,318.0,340.0,103.45204469091158
1691507138.213574,15851124.0,320.0,330.0,103.45204469091158
1691507138.213574,15852692.0,316.0,323.0,103.45204469091158
1691507138.213574,15854260.0,314.0,317.0,103.45204469091158
1691507138.2145743,15855832.0,317.0,318.0,103.45204469091158
1691507138.2145743,15857400.0,317.0,324.0,103.45204469091158
1691507138.2145743,15858968.0,319.0,333.0,103.45204469091158
1691507138.2145743,15860540.0,325.0,352.0,103.45204469091158
1691507138.2155735,15862108.0,324.0,359.0,103.45204469091158
1691507138.2155735,15863676.0,324.0,368.0,103.45204469091158
1691507138.2155735,15865248.0,325.0,367.0,103.45204469091158
1691507138.216574,15866816.0,326.0,359.0,103.45204469091158
1691507138.216574,15868384.0,336.0,348.0,103.45204469091158
1691507138.216574,15869964.0,332.0,335.0,103.45204469091158
1691507138.2175734,15871524.0,317.0,319.0,103.45204469091158
1691507138.2175734,15873092.0,304.0,317.0,103.45204469091158
1691507138.2175734,15874664.0,304.0,318.0,103.45204469091158
1691507138.218573,15876232.0,313.0,325.0,103.45204469091158
1691507138.218573,15877804.0,320.0,333.0,103.45204469091158
1691507138.218573,15879372.0,325.0,322.0,103.45204469091158
1691507138.2195735,15880940.0,321.0,352.0,103.45204469091158
1691507138.2195735,15882512.0,321.0,372.0,103.45204469091158
1691507138.2195735,15884080.0,325.0,380.0,103.45204469091158
1691507138.220575,15885648.0,325.0,371.0,103.45204469091158
1691507138.220575,15887220.0,325.0,358.0,103.45204469091158
1691507138.220575,15888788.0,328.0,348.0,103.45204469091158
1691507138.220575,15890356.0,322.0,334.0,103.45204469091158
1691507138.2215734,15891924.0,320.0,323.0,103.45204469091158
1691507138.2215734,15893496.0,316.0,322.0,103.45204469091158
1691507138.2215734,15895064.0,321.0,326.0,103.45204469091158
1691507138.222573,15896636.0,327.0,295.0,103.45204469091158
1691507138.222573,15898204.0,320.0,328.0,103.45204469091158
1691507138.222573,15899772.0,318.0,341.0,103.45204469091158
1691507138.2765017,15901344.0,320.0,358.0,90.76135319479877
1691507138.2765017,15902912.0,325.0,365.0,90.76135319479877
1691507138.2765017,15904480.0,322.0,367.0,90.76135319479877
1691507138.277501,15906052.0,305.0,366.0,90.76135319479877
1691507138.277501,15907620.0,300.0,354.0,90.76135319479877
1691507138.277501,15909188.0,315.0,346.0,90.76135319479877
1691507138.277501,15910760.0,340.0,331.0,90.76135319479877
1691507138.278502,15912328.0,335.0,320.0,90.76135319479877
1691507138.278502,15913896.0,315.0,315.0,90.76135319479877
1691507138.278502,15915468.0,319.0,313.0,90.76135319479877
1691507138.278502,15917036.0,311.0,321.0,90.76135319479877
1691507138.2795017,15918604.0,312.0,332.0,90.76135319479877
1691507138.2795017,15920176.0,319.0,345.0,90.76135319479877
1691507138.2795017,15921744.0,327.0,357.0,90.76135319479877
1691507138.2795017,15923312.0,328.0,369.0,90.76135319479877
1691507138.280502,15924884.0,326.0,367.0,90.76135319479877
1691507138.280502,15926452.0,320.0,379.0,90.76135319479877
1691507138.280502,15928020.0,321.0,354.0,90.76135319479877
1691507138.280502,15929592.0,328.0,330.0,90.76135319479877
1691507138.281502,15931160.0,322.0,327.0,90.76135319479877
1691507138.281502,15932728.0,320.0,328.0,90.76135319479877
1691507138.281502,15934300.0,316.0,324.0,90.76135319479877
1691507138.281502,15935868.0,315.0,321.0,90.76135319479877
1691507138.2825017,15937440.0,315.0,324.0,90.76135319479877
1691507138.2825017,15939008.0,317.0,332.0,90.76135319479877
1691507138.2825017,15940576.0,317.0,346.0,90.76135319479877
1691507138.2825017,15942148.0,325.0,359.0,90.76135319479877
1691507138.283502,15943716.0,325.0,369.0,90.76135319479877
1691507138.283502,15945284.0,325.0,368.0,90.76135319479877
1691507138.283502,15946856.0,330.0,345.0,90.76135319479877
1691507138.283502,15948424.0,323.0,352.0,90.76135319479877
1691507138.283502,15949992.0,319.0,360.0,90.76135319479877
1691507138.284502,15951564.0,325.0,320.0,90.76135319479877
1691507138.284502,15953132.0,320.0,314.0,90.76135319479877
1691507138.284502,15954700.0,316.0,319.0,90.76135319479877
1691507138.284502,15956272.0,315.0,320.0,90.76135319479877
1691507138.2855012,15957840.0,318.0,330.0,90.76135319479877
1691507138.2855012,15959408.0,315.0,335.0,90.76135319479877
1691507138.2855012,15960980.0,315.0,347.0,90.76135319479877
1691507138.2855012,15962548.0,321.0,359.0,90.76135319479877
1691507138.286502,15964120.0,326.0,369.0,90.76135319479877
1691507138.286502,15965688.0,337.0,366.0,90.76135319479877
1691507138.3383057,15967260.0,331.0,361.0,97.92039422964388
1691507138.3383057,15968828.0,320.0,353.0,97.92039422964388
1691507138.3393056,15970396.0,311.0,339.0,97.92039422964388
1691507138.3393056,15971964.0,308.0,330.0,97.92039422964388
1691507138.3393056,15973532.0,310.0,320.0,97.92039422964388
1691507138.3403056,15975104.0,318.0,312.0,97.92039422964388
1691507138.3403056,15976672.0,322.0,318.0,97.92039422964388
1691507138.3403056,15978244.0,323.0,326.0,97.92039422964388
1691507138.3413064,15979812.0,320.0,334.0,97.92039422964388
1691507138.3413064,15981380.0,322.0,356.0,97.92039422964388
1691507138.3413064,15982948.0,316.0,363.0,97.92039422964388
1691507138.3413064,15984520.0,320.0,370.0,97.92039422964388
1691507138.342306,15986088.0,321.0,368.0,97.92039422964388
1691507138.342306,15987656.0,325.0,359.0,97.92039422964388
1691507138.342306,15989228.0,327.0,350.0,97.92039422964388
1691507138.3433063,15990804.0,325.0,335.0,97.92039422964388
1691507138.3433063,15992368.0,317.0,326.0,97.92039422964388
1691507138.3433063,15993936.0,318.0,336.0,97.92039422964388
1691507138.3443058,15995504.0,331.0,307.0,97.92039422964388
1691507138.3443058,15997072.0,323.0,302.0,97.92039422964388
1691507138.3443058,15998644.0,311.0,331.0,97.92039422964388
1691507138.3443058,16000212.0,309.0,341.0,97.92039422964388
1691507138.3453047,16001784.0,320.0,357.0,97.92039422964388
1691507138.3453047,16003352.0,327.0,365.0,97.92039422964388
1691507138.3453047,16004920.0,319.0,371.0,97.92039422964388
1691507138.3463063,16006488.0,314.0,367.0,97.92039422964388
1691507138.3463063,16008060.0,324.0,357.0,97.92039422964388
1691507138.3463063,16009628.0,325.0,351.0,97.92039422964388
1691507138.3473067,16011200.0,320.0,353.0,97.92039422964388
1691507138.3473067,16012768.0,329.0,302.0,97.92039422964388
1691507138.3473067,16014344.0,321.0,311.0,97.92039422964388
1691507138.348306,16015908.0,319.0,321.0,97.92039422964388
1691507138.348306,16017476.0,328.0,318.0,97.92039422964388
1691507138.348306,16019044.0,322.0,330.0,97.92039422964388
1691507138.349306,16020616.0,312.0,342.0,97.92039422964388
1691507138.349306,16022184.0,309.0,362.0,97.92039422964388
1691507138.349306,16023752.0,328.0,365.0,97.92039422964388
1691507138.349306,16025324.0,322.0,369.0,97.92039422964388
1691507138.3503058,16026892.0,329.0,368.0,97.92039422964388
1691507138.3503058,16028460.0,326.0,354.0,97.92039422964388
1691507138.4001994,16030032.0,312.0,349.0,109.83094573393544
1691507138.4001994,16031600.0,304.0,329.0,109.83094573393544
1691507138.4011986,16033168.0,312.0,318.0,109.83094573393544
1691507138.4011986,16034740.0,318.0,316.0,109.83094573393544
1691507138.4021993,16036308.0,319.0,316.0,109.83094573393544
1691507138.4021993,16037876.0,322.0,321.0,109.83094573393544
1691507138.4021993,16039448.0,322.0,332.0,109.83094573393544
1691507138.4032035,16041016.0,321.0,343.0,109.83094573393544
1691507138.4032035,16042588.0,321.0,356.0,109.83094573393544
1691507138.4032035,16044156.0,332.0,362.0,109.83094573393544
1691507138.4032035,16045724.0,333.0,369.0,109.83094573393544
1691507138.4041994,16047296.0,333.0,366.0,109.83094573393544
1691507138.4041994,16048864.0,315.0,354.0,109.83094573393544
1691507138.4041994,16050432.0,307.0,344.0,109.83094573393544
1691507138.4051993,16052004.0,302.0,325.0,109.83094573393544
1691507138.4051993,16053572.0,316.0,319.0,109.83094573393544
1691507138.4051993,16055140.0,323.0,318.0,109.83094573393544
1691507138.4051993,16056712.0,323.0,318.0,109.83094573393544
1691507138.4061992,16058280.0,323.0,325.0,109.83094573393544
1691507138.4061992,16059852.0,323.0,345.0,109.83094573393544
1691507138.4061992,16061420.0,319.0,347.0,109.83094573393544
1691507138.4071994,16062988.0,326.0,343.0,109.83094573393544
1691507138.4071994,16064556.0,326.0,363.0,109.83094573393544
1691507138.4071994,16066128.0,339.0,372.0,109.83094573393544
1691507138.4081998,16067696.0,335.0,368.0,109.83094573393544
1691507138.4081998,16069264.0,326.0,355.0,109.83094573393544
1691507138.4081998,16070836.0,299.0,343.0,109.83094573393544
1691507138.4081998,16072404.0,303.0,325.0,109.83094573393544
1691507138.4091997,16073972.0,321.0,320.0,109.83094573393544
1691507138.4091997,16075544.0,313.0,317.0,109.83094573393544
1691507138.4091997,16077112.0,321.0,326.0,109.83094573393544
1691507138.4101994,16078680.0,326.0,316.0,109.83094573393544
1691507138.4101994,16080252.0,323.0,317.0,109.83094573393544
1691507138.4101994,16081820.0,313.0,353.0,109.83094573393544
1691507138.4111996,16083388.0,313.0,365.0,109.83094573393544
1691507138.4111996,16084960.0,326.0,370.0,109.83094573393544
1691507138.4111996,16086528.0,334.0,370.0,109.83094573393544
1691507138.4111996,16088100.0,327.0,356.0,109.83094573393544
1691507138.4122,16089668.0,320.0,350.0,109.83094573393544
1691507138.4122,16091236.0,320.0,338.0,109.83094573393544
1691507138.4615245,16092808.0,331.0,329.0,115.78622148608123
1691507138.4615245,16094376.0,319.0,318.0,115.78622148608123
1691507138.4625263,16095944.0,314.0,315.0,115.78622148608123
1691507138.4625263,16097516.0,306.0,318.0,115.78622148608123
