global_time,timestamp,Outer forearm sensor value (1),Inner forearm sensor value (2),Touch sensor 3 (ring finger),Touch sensor 2 (middle finger),Touch sensor 1 (index finger)
1694001868.504809,66616932.0,338.0,330.0,1.0,1.0,1.0
1694001868.5058093,66619024.0,317.0,325.0,1.0,1.0,1.0
1694001868.5058093,66621116.0,333.0,329.0,1.0,1.0,1.0
1694001868.5068088,66623208.0,329.0,332.0,1.0,1.0,1.0
1694001868.5068088,66625300.0,325.0,329.0,1.0,1.0,1.0
1694001868.507809,66627392.0,337.0,331.0,1.0,1.0,1.0
1694001868.5088105,66629488.0,338.0,321.0,1.0,1.0,1.0
1694001868.5088105,66631580.0,330.0,320.0,1.0,1.0,1.0
1694001868.5098102,66633672.0,337.0,320.0,1.0,1.0,1.0
1694001868.5098102,66635764.0,329.0,322.0,1.0,1.0,1.0
1694001868.5108104,66637856.0,338.0,325.0,1.0,1.0,1.0
1694001868.511809,66639948.0,338.0,331.0,1.0,1.0,1.0
1694001868.511809,66642040.0,312.0,332.0,1.0,1.0,1.0
1694001868.5128098,66644136.0,334.0,331.0,1.0,1.0,1.0
1694001868.5128098,66646228.0,337.0,327.0,1.0,1.0,1.0
1694001868.51381,66648320.0,321.0,322.0,1.0,1.0,1.0
1694001868.51381,66650412.0,329.0,324.0,1.0,1.0,1.0
1694001868.5148091,66652504.0,333.0,327.0,1.0,1.0,1.0
1694001868.5620723,66654596.0,336.0,324.0,1.0,0.0,1.0
1694001868.5630722,66656688.0,333.0,329.0,1.0,0.0,1.0
1694001868.5630722,66658780.0,331.0,329.0,1.0,0.0,1.0
1694001868.5640717,66660872.0,333.0,333.0,1.0,0.0,1.0
1694001868.5650733,66662964.0,326.0,329.0,1.0,0.0,1.0
1694001868.5650733,66665060.0,333.0,324.0,1.0,0.0,1.0
1694001868.5660717,66667152.0,337.0,327.0,1.0,0.0,1.0
1694001868.5670714,66669244.0,328.0,320.0,1.0,0.0,1.0
1694001868.5670714,66671336.0,331.0,322.0,1.0,0.0,1.0
1694001868.5680714,66673428.0,335.0,327.0,1.0,0.0,1.0
1694001868.5690706,66675520.0,339.0,327.0,1.0,0.0,1.0
1694001868.5690706,66677612.0,332.0,329.0,1.0,0.0,1.0
1694001868.5700717,66679708.0,310.0,326.0,1.0,0.0,1.0
1694001868.5700717,66681800.0,328.0,323.0,1.0,0.0,1.0
1694001868.5710711,66683892.0,322.0,323.0,1.0,0.0,1.0
1694001868.5710711,66685984.0,340.0,326.0,1.0,0.0,1.0
1694001868.5720718,66688076.0,331.0,325.0,1.0,0.0,1.0
1694001868.5720718,66690168.0,328.0,324.0,1.0,0.0,1.0
1694001868.5730717,66692260.0,334.0,321.0,1.0,0.0,1.0
1694001868.5730717,66694356.0,335.0,324.0,1.0,0.0,0.0
1694001868.5740714,66696448.0,338.0,330.0,1.0,0.0,0.0
1694001868.5750713,66698540.0,329.0,331.0,1.0,0.0,0.0
1694001868.5750713,66700632.0,332.0,335.0,1.0,0.0,0.0
1694001868.5760725,66702724.0,328.0,331.0,1.0,0.0,0.0
1694001868.5760725,66704816.0,332.0,328.0,1.0,0.0,0.0
1694001868.5770717,66706908.0,328.0,325.0,1.0,0.0,0.0
1694001868.578071,66709000.0,333.0,324.0,1.0,0.0,0.0
1694001868.578071,66711092.0,328.0,323.0,1.0,0.0,0.0
1694001868.5790718,66713188.0,325.0,322.0,1.0,0.0,0.0
1694001868.5790718,66715280.0,327.0,323.0,1.0,0.0,0.0
1694001868.623654,66717372.0,331.0,327.0,1.0,0.0,0.0
1694001868.624654,66719464.0,327.0,330.0,1.0,0.0,0.0
1694001868.6256583,66721556.0,325.0,332.0,1.0,0.0,0.0
1694001868.6256583,66723648.0,327.0,329.0,1.0,0.0,0.0
1694001868.6266541,66725740.0,330.0,328.0,1.0,0.0,0.0
1694001868.6276543,66727832.0,330.0,327.0,1.0,0.0,0.0
1694001868.6276543,66729928.0,333.0,328.0,1.0,0.0,0.0
1694001868.6286538,66732020.0,334.0,320.0,1.0,0.0,0.0
1694001868.6286538,66734112.0,332.0,323.0,1.0,0.0,0.0
1694001868.6296556,66736204.0,323.0,323.0,1.0,0.0,0.0
1694001868.630654,66738296.0,329.0,328.0,1.0,0.0,0.0
1694001868.630654,66740388.0,328.0,326.0,1.0,0.0,0.0
1694001868.6316538,66742484.0,331.0,333.0,1.0,0.0,0.0
