global_time,timestamp,Outer forearm sensor value (1),Inner forearm sensor value (2),Touch sensor 3 (ring finger),Touch sensor 2 (middle finger),Touch sensor 1 (index finger)
1694001868.6316538,66744576.0,327.0,328.0,1.0,0.0,0.0
1694001868.6326542,66746668.0,331.0,327.0,1.0,0.0,1.0
1694001868.6326542,66748760.0,329.0,323.0,1.0,0.0,1.0
1694001868.6336546,66750852.0,331.0,325.0,1.0,0.0,1.0
1694001868.6346538,66752944.0,334.0,321.0,1.0,0.0,1.0
1694001868.6346538,66755036.0,326.0,326.0,1.0,0.0,1.0
1694001868.6356537,66757132.0,334.0,327.0,1.0,0.0,1.0
1694001868.6356537,66759220.0,337.0,330.0,1.0,0.0,1.0
1694001868.6366544,66761316.0,319.0,331.0,1.0,0.0,1.0
1694001868.6366544,66763408.0,319.0,329.0,1.0,0.0,1.0
1694001868.6376529,66765500.0,333.0,328.0,1.0,0.0,1.0
1694001868.6376529,66767592.0,325.0,328.0,1.0,0.0,1.0
1694001868.6386545,66769684.0,324.0,321.0,1.0,0.0,1.0
1694001868.6386545,66771776.0,328.0,323.0,1.0,0.0,1.0
1694001868.6396563,66773868.0,337.0,320.0,1.0,0.0,1.0
1694001868.6396563,66775960.0,333.0,326.0,1.0,0.0,1.0
1694001868.6406536,66778056.0,328.0,327.0,1.0,0.0,1.0
1694001868.68832,66780148.0,320.0,332.0,1.0,0.0,1.0
1694001868.6893206,66782240.0,338.0,333.0,1.0,0.0,1.0
1694001868.6893206,66784332.0,345.0,328.0,1.0,0.0,1.0
1694001868.69032,66786424.0,317.0,327.0,1.0,0.0,1.0
1694001868.6913207,66788516.0,312.0,324.0,1.0,0.0,1.0
1694001868.6913207,66790608.0,323.0,322.0,1.0,0.0,1.0
1694001868.692321,66792700.0,327.0,322.0,1.0,0.0,1.0
1694001868.692321,66794796.0,335.0,324.0,1.0,0.0,1.0
1694001868.6933203,66796888.0,337.0,327.0,1.0,0.0,1.0
1694001868.6933203,66798980.0,329.0,329.0,1.0,0.0,1.0
1694001868.6943226,66801072.0,331.0,332.0,1.0,0.0,1.0
1694001868.6943226,66803164.0,339.0,331.0,1.0,0.0,1.0
1694001868.6953204,66805256.0,333.0,329.0,1.0,0.0,1.0
1694001868.6953204,66807348.0,329.0,324.0,1.0,0.0,1.0
1694001868.6963208,66809440.0,311.0,325.0,1.0,0.0,1.0
1694001868.6973214,66811536.0,327.0,324.0,1.0,0.0,1.0
1694001868.6973214,66813628.0,329.0,315.0,1.0,0.0,1.0
1694001868.6983209,66815720.0,335.0,322.0,1.0,0.0,1.0
1694001868.6983209,66817812.0,344.0,331.0,1.0,0.0,1.0
1694001868.6993225,66819904.0,332.0,327.0,1.0,0.0,1.0
1694001868.6993225,66821996.0,314.0,327.0,1.0,0.0,1.0
1694001868.7003207,66824088.0,328.0,335.0,1.0,0.0,1.0
1694001868.7003207,66826180.0,311.0,330.0,1.0,0.0,1.0
1694001868.7013206,66828276.0,336.0,320.0,1.0,0.0,1.0
1694001868.7013206,66830368.0,329.0,322.0,1.0,1.0,1.0
1694001868.70232,66832460.0,329.0,318.0,1.0,1.0,1.0
1694001868.70232,66834552.0,319.0,324.0,1.0,1.0,1.0
1694001868.7033205,66836644.0,338.0,329.0,1.0,1.0,1.0
1694001868.7033205,66838736.0,340.0,331.0,1.0,1.0,1.0
1694001868.704321,66840828.0,346.0,331.0,1.0,1.0,1.0
1694001868.7053201,66842920.0,312.0,331.0,1.0,1.0,1.0
1694001868.7480264,66845016.0,316.0,328.0,1.0,1.0,1.0
1694001868.7490237,66847108.0,325.0,325.0,1.0,1.0,1.0
1694001868.7490237,66849200.0,318.0,325.0,1.0,1.0,1.0
1694001868.7500246,66851292.0,329.0,323.0,1.0,1.0,1.0
1694001868.7500246,66853384.0,336.0,322.0,1.0,1.0,1.0
1694001868.7510238,66855476.0,338.0,325.0,1.0,1.0,1.0
1694001868.7510238,66857568.0,328.0,329.0,1.0,1.0,1.0
1694001868.7520244,66859660.0,330.0,329.0,1.0,1.0,1.0
1694001868.753023,66861756.0,338.0,330.0,1.0,1.0,1.0
1694001868.753023,66863848.0,336.0,332.0,1.0,1.0,1.0
1694001868.7540238,66865940.0,319.0,324.0,1.0,1.0,1.0
1694001868.7540238,66868032.0,317.0,318.0,1.0,1.0,1.0
1694001868.755024,66870124.0,318.0,322.0,1.0,1.0,1.0
1694001868.755024,66872216.0,344.0,323.0,1.0,1.0,1.0
1694001868.756024,66874308.0,333.0,325.0,1.0,1.0,1.0
1694001868.756024,66876404.0,306.0,324.0,1.0,1.0,1.0
1694001868.7570238,66878492.0,323.0,329.0,1.0,1.0,1.0
1694001868.7570238,66880588.0,340.0,329.0,1.0,1.0,1.0
1694001868.7580252,66882680.0,334.0,333.0,1.0,1.0,1.0
1694001868.759025,66884772.0,328.0,331.0,1.0,1.0,1.0
1694001868.759025,66886864.0,343.0,327.0,1.0,1.0,1.0
1694001868.7600245,66888956.0,330.0,324.0,1.0,1.0,1.0
1694001868.7600245,66891048.0,315.0,324.0,1.0,1.0,1.0
1694001868.7610242,66893144.0,312.0,322.0,1.0,1.0,1.0
1694001868.7620234,66895236.0,337.0,324.0,1.0,1.0,1.0
1694001868.7620234,66897328.0,338.0,326.0,1.0,1.0,1.0
1694001868.7630243,66899420.0,336.0,329.0,1.0,1.0,1.0
1694001868.7630243,66901512.0,318.0,329.0,1.0,1.0,1.0
1694001868.7640238,66903604.0,314.0,330.0,1.0,1.0,1.0
1694001868.8107646,66905696.0,333.0,328.0,1.0,1.0,1.0
1694001868.8117623,66907788.0,326.0,326.0,1.0,1.0,1.0
1694001868.812762,66909880.0,319.0,325.0,1.0,1.0,1.0
1694001868.812762,66911976.0,328.0,323.0,1.0,1.0,1.0
1694001868.8137622,66914068.0,335.0,322.0,1.0,1.0,1.0
1694001868.8147624,66916160.0,343.0,321.0,1.0,1.0,1.0
1694001868.8147624,66918252.0,327.0,327.0,0.0,1.0,1.0
1694001868.8157618,66920344.0,316.0,327.0,0.0,1.0,1.0
1694001868.8167624,66922436.0,325.0,333.0,0.0,1.0,1.0
1694001868.8167624,66924528.0,337.0,331.0,0.0,1.0,1.0
1694001868.817762,66926620.0,324.0,326.0,0.0,1.0,1.0
1694001868.817762,66928716.0,325.0,324.0,0.0,1.0,1.0
1694001868.8187623,66930808.0,345.0,328.0,0.0,1.0,1.0
1694001868.819762,66932900.0,330.0,323.0,0.0,1.0,1.0
1694001868.819762,66934992.0,317.0,320.0,0.0,1.0,1.0
1694001868.8207617,66937084.0,313.0,321.0,0.0,1.0,1.0
1694001868.8207617,66939176.0,327.0,322.0,0.0,1.0,1.0
1694001868.8217623,66941268.0,331.0,328.0,0.0,1.0,1.0
1694001868.8217623,66943360.0,326.0,332.0,0.0,1.0,1.0
1694001868.822762,66945456.0,329.0,330.0,0.0,1.0,1.0
1694001868.822762,66947548.0,327.0,328.0,0.0,1.0,1.0
1694001868.823762,66949640.0,329.0,326.0,0.0,1.0,1.0
1694001868.824762,66951732.0,330.0,326.0,0.0,1.0,1.0
1694001868.824762,66953824.0,331.0,323.0,0.0,1.0,1.0
1694001868.8257618,66955916.0,327.0,324.0,0.0,1.0,1.0
1694001868.8257618,66958008.0,330.0,327.0,0.0,1.0,1.0
1694001868.8267624,66960104.0,339.0,326.0,0.0,1.0,1.0
1694001868.8267624,66962192.0,312.0,330.0,0.0,1.0,1.0
1694001868.827762,66964288.0,323.0,332.0,0.0,1.0,1.0
1694001868.8287635,66966380.0,337.0,327.0,0.0,1.0,1.0
1694001868.876787,66968472.0,333.0,330.0,0.0,1.0,1.0
1694001868.8777883,66970564.0,318.0,324.0,0.0,1.0,1.0
1694001868.8787878,66972656.0,331.0,323.0,0.0,1.0,1.0
1694001868.8787878,66974748.0,340.0,320.0,0.0,1.0,1.0
1694001868.879788,66976840.0,322.0,326.0,0.0,1.0,1.0
1694001868.8807876,66978936.0,314.0,325.0,0.0,1.0,1.0
1694001868.8807876,66981028.0,321.0,326.0,0.0,1.0,1.0
1694001868.8817883,66983120.0,324.0,330.0,0.0,1.0,1.0
1694001868.8827875,66985212.0,333.0,330.0,0.0,1.0,1.0
1694001868.8827875,66987304.0,331.0,332.0,0.0,1.0,1.0
1694001868.8837879,66989396.0,328.0,325.0,0.0,1.0,1.0
1694001868.884787,66991488.0,323.0,321.0,0.0,1.0,1.0
1694001868.884787,66993580.0,336.0,321.0,0.0,1.0,1.0
1694001868.8857882,66995672.0,334.0,326.0,0.0,1.0,1.0
1694001868.8857882,66997764.0,337.0,326.0,0.0,1.0,1.0
1694001868.8867877,66999860.0,328.0,324.0,0.0,1.0,1.0
1694001868.8867877,67001952.0,323.0,328.0,0.0,1.0,1.0
1694001868.8877883,67004044.0,320.0,334.0,0.0,1.0,1.0
1694001868.8887877,67006136.0,331.0,329.0,0.0,1.0,1.0
1694001868.8887877,67008228.0,330.0,326.0,0.0,1.0,1.0
1694001868.8897874,67010320.0,325.0,325.0,0.0,1.0,1.0
1694001868.890791,67012412.0,332.0,321.0,0.0,1.0,1.0
1694001868.890791,67014508.0,329.0,324.0,0.0,1.0,1.0
1694001868.8917875,67016600.0,328.0,325.0,0.0,1.0,1.0
1694001868.8917875,67018692.0,328.0,328.0,0.0,1.0,1.0
1694001868.8927877,67020784.0,326.0,329.0,0.0,1.0,1.0
1694001868.8927877,67022876.0,328.0,329.0,0.0,1.0,1.0
1694001868.8937879,67024968.0,333.0,328.0,0.0,0.0,1.0
1694001868.8937879,67027064.0,333.0,328.0,0.0,0.0,1.0
1694001868.8947883,67029156.0,331.0,328.0,0.0,0.0,1.0
1694001868.8947883,67031248.0,324.0,326.0,0.0,0.0,1.0
1694001868.8957877,67033340.0,311.0,320.0,0.0,0.0,1.0
1694001868.9382024,67035432.0,317.0,316.0,0.0,0.0,1.0
1694001868.9391994,67037524.0,349.0,329.0,0.0,0.0,1.0
1694001868.940207,67039616.0,316.0,328.0,0.0,0.0,1.0
1694001868.940207,67041708.0,316.0,322.0,0.0,0.0,1.0
1694001868.941201,67043800.0,335.0,332.0,0.0,0.0,1.0
1694001868.9421995,67045892.0,335.0,331.0,0.0,0.0,1.0
1694001868.9421995,67047984.0,312.0,327.0,0.0,0.0,1.0
1694001868.9432037,67050080.0,327.0,327.0,0.0,0.0,1.0
1694001868.9432037,67052172.0,352.0,323.0,0.0,0.0,1.0
1694001868.9441996,67054264.0,346.0,326.0,0.0,0.0,1.0
1694001868.9441996,67056356.0,315.0,320.0,0.0,0.0,1.0
1694001868.9451985,67058448.0,327.0,323.0,0.0,0.0,1.0
1694001868.9451985,67060540.0,323.0,327.0,0.0,0.0,1.0
1694001868.9462013,67062632.0,324.0,331.0,0.0,0.0,1.0
1694001868.9471989,67064728.0,328.0,333.0,0.0,0.0,1.0
1694001868.9471989,67066820.0,323.0,330.0,0.0,0.0,1.0
1694001868.9481995,67068912.0,335.0,324.0,0.0,0.0,1.0
1694001868.9481995,67071004.0,325.0,323.0,0.0,0.0,1.0
1694001868.9491997,67073096.0,334.0,323.0,0.0,0.0,1.0
1694001868.9491997,67075188.0,327.0,325.0,0.0,0.0,1.0
1694001868.9501994,67077280.0,333.0,327.0,0.0,0.0,1.0
1694001868.9501994,67079376.0,309.0,329.0,0.0,0.0,1.0
1694001868.9511998,67081468.0,327.0,331.0,0.0,0.0,1.0
1694001868.9511998,67083560.0,324.0,328.0,0.0,0.0,0.0
1694001868.9521997,67085652.0,331.0,322.0,0.0,0.0,0.0
1694001868.9521997,67087744.0,327.0,326.0,0.0,0.0,0.0
1694001868.9531994,67089836.0,330.0,326.0,0.0,0.0,0.0
1694001868.9541996,67091932.0,331.0,321.0,0.0,0.0,0.0
1694001868.9541996,67094020.0,328.0,323.0,0.0,0.0,0.0
1694001868.9551995,67096116.0,335.0,329.0,0.0,0.0,0.0
1694001868.9986334,67098208.0,321.0,322.0,0.0,0.0,0.0
1694001868.999647,67100300.0,326.0,330.0,0.0,0.0,0.0
1694001868.999647,67102392.0,323.0,322.0,0.0,0.0,0.0
1694001869.0006456,67104484.0,332.0,333.0,0.0,0.0,0.0
1694001869.0006456,67106576.0,317.0,331.0,0.0,0.0,0.0
1694001869.0016453,67108668.0,337.0,329.0,0.0,0.0,0.0
1694001869.0016453,67110760.0,325.0,325.0,0.0,0.0,0.0
1694001869.0026453,67112856.0,331.0,322.0,0.0,0.0,0.0
1694001869.0026453,67114948.0,336.0,324.0,0.0,0.0,0.0
1694001869.0036452,67117040.0,331.0,322.0,0.0,0.0,0.0
1694001869.0036452,67119132.0,325.0,325.0,0.0,0.0,0.0
1694001869.004645,67121224.0,321.0,326.0,0.0,0.0,0.0
1694001869.005645,67123316.0,329.0,330.0,0.0,0.0,0.0
1694001869.005645,67125408.0,330.0,332.0,0.0,0.0,0.0
1694001869.0066507,67127500.0,329.0,335.0,0.0,0.0,0.0
1694001869.007649,67129596.0,332.0,324.0,0.0,0.0,0.0
1694001869.007649,67131688.0,329.0,316.0,0.0,0.0,0.0
1694001869.0086453,67133780.0,326.0,324.0,0.0,0.0,0.0
1694001869.0086453,67135872.0,329.0,324.0,0.0,0.0,0.0
1694001869.009645,67137964.0,329.0,326.0,0.0,0.0,0.0
1694001869.0106463,67140056.0,325.0,330.0,0.0,0.0,0.0
1694001869.0106463,67142148.0,328.0,332.0,0.0,0.0,0.0
1694001869.0116448,67144240.0,327.0,331.0,0.0,0.0,0.0
1694001869.0116448,67146336.0,321.0,330.0,0.0,0.0,0.0
1694001869.012645,67148428.0,340.0,327.0,0.0,0.0,0.0
1694001869.012645,67150520.0,352.0,320.0,1.0,0.0,0.0
1694001869.0136454,67152612.0,333.0,321.0,1.0,0.0,0.0
1694001869.0136454,67154704.0,299.0,321.0,1.0,0.0,0.0
1694001869.064343,67156796.0,318.0,323.0,1.0,0.0,0.0
1694001869.0653431,67158892.0,349.0,329.0,1.0,0.0,0.0
1694001869.066343,67160980.0,329.0,330.0,1.0,0.0,0.0
1694001869.066343,67163076.0,300.0,327.0,1.0,0.0,0.0
1694001869.0673437,67165168.0,328.0,329.0,1.0,0.0,0.0
1694001869.068344,67167260.0,335.0,331.0,1.0,0.0,0.0
1694001869.068344,67169352.0,330.0,328.0,1.0,0.0,0.0
1694001869.0693433,67171444.0,336.0,326.0,1.0,0.0,0.0
1694001869.0703437,67173536.0,334.0,324.0,1.0,0.0,0.0
1694001869.0703437,67175628.0,351.0,322.0,1.0,0.0,0.0
1694001869.0713432,67177724.0,335.0,325.0,1.0,0.0,0.0
1694001869.072343,67179816.0,320.0,331.0,1.0,0.0,0.0
1694001869.072343,67181908.0,331.0,330.0,1.0,0.0,0.0
1694001869.0733442,67184000.0,327.0,332.0,1.0,0.0,0.0
1694001869.0733442,67186092.0,298.0,322.0,1.0,0.0,0.0
1694001869.074343,67188184.0,334.0,328.0,1.0,0.0,0.0
1694001869.074343,67190276.0,332.0,321.0,1.0,0.0,0.0
1694001869.0753434,67192368.0,326.0,327.0,1.0,0.0,0.0
1694001869.076344,67194460.0,329.0,329.0,1.0,0.0,0.0
1694001869.076344,67196556.0,356.0,321.0,1.0,0.0,0.0
1694001869.0773435,67198648.0,356.0,320.0,1.0,0.0,0.0
1694001869.0773435,67200740.0,319.0,326.0,1.0,0.0,0.0
1694001869.0783434,67202832.0,301.0,329.0,1.0,0.0,0.0
1694001869.0783434,67204924.0,314.0,329.0,1.0,0.0,0.0
1694001869.0793428,67207016.0,328.0,330.0,1.0,0.0,0.0
1694001869.0793428,67209108.0,308.0,329.0,1.0,0.0,0.0
1694001869.0803437,67211200.0,332.0,330.0,1.0,0.0,0.0
1694001869.0803437,67213292.0,364.0,323.0,1.0,0.0,0.0
1694001869.081343,67215388.0,334.0,316.0,1.0,0.0,0.0
1694001869.0823429,67217480.0,325.0,323.0,1.0,0.0,0.0
1694001869.0823429,67219572.0,316.0,327.0,1.0,0.0,0.0
1694001869.0833433,67221664.0,317.0,329.0,1.0,0.0,0.0
1694001869.123434,67223756.0,330.0,328.0,1.0,0.0,0.0
1694001869.124432,67225848.0,342.0,330.0,1.0,0.0,0.0
1694001869.124432,67227940.0,337.0,328.0,1.0,0.0,0.0
1694001869.1254337,67230036.0,339.0,328.0,1.0,0.0,0.0
1694001869.1254337,67232128.0,318.0,326.0,1.0,0.0,0.0
1694001869.1264331,67234220.0,339.0,324.0,1.0,0.0,0.0
1694001869.1274338,67236312.0,301.0,324.0,1.0,0.0,0.0
1694001869.1274338,67238404.0,354.0,323.0,1.0,0.0,0.0
1694001869.128433,67240496.0,293.0,325.0,1.0,0.0,0.0
1694001869.128433,67242588.0,302.0,323.0,1.0,0.0,0.0
1694001869.1294312,67244684.0,332.0,334.0,1.0,0.0,0.0
1694001869.1294312,67246776.0,336.0,333.0,1.0,0.0,0.0
1694001869.1304328,67248868.0,347.0,330.0,1.0,0.0,0.0
1694001869.1304328,67250960.0,339.0,323.0,1.0,0.0,0.0
1694001869.131431,67253052.0,323.0,323.0,1.0,0.0,0.0
1694001869.131431,67255144.0,343.0,322.0,1.0,0.0,0.0
1694001869.132433,67257236.0,337.0,320.0,1.0,0.0,0.0
1694001869.1334321,67259328.0,319.0,324.0,1.0,0.0,0.0
1694001869.1334321,67261420.0,318.0,330.0,1.0,0.0,0.0
1694001869.1344326,67263516.0,309.0,327.0,1.0,0.0,0.0
1694001869.1344326,67265608.0,333.0,329.0,1.0,0.0,0.0
1694001869.135432,67267700.0,330.0,331.0,1.0,0.0,0.0
1694001869.135432,67269792.0,334.0,329.0,1.0,0.0,0.0
1694001869.1364324,67271884.0,328.0,324.0,1.0,0.0,0.0
1694001869.1364324,67273976.0,329.0,330.0,0.0,0.0,0.0
1694001869.1374323,67276068.0,321.0,325.0,0.0,0.0,0.0
1694001869.1374323,67278160.0,325.0,311.0,0.0,0.0,0.0
1694001869.1384323,67280256.0,339.0,326.0,0.0,0.0,0.0
1694001869.1870244,67282348.0,322.0,327.0,0.0,0.0,0.0
1694001869.188025,67284440.0,327.0,330.0,0.0,0.0,0.0
1694001869.188025,67286532.0,325.0,332.0,0.0,0.0,0.0
1694001869.1890252,67288624.0,336.0,331.0,0.0,0.0,0.0
1694001869.1890252,67290716.0,329.0,328.0,0.0,0.0,0.0
1694001869.190026,67292808.0,337.0,324.0,0.0,0.0,0.0
1694001869.1910255,67294900.0,335.0,323.0,0.0,0.0,0.0
1694001869.1910255,67296996.0,315.0,322.0,0.0,0.0,0.0
1694001869.192026,67299088.0,318.0,324.0,0.0,0.0,0.0
1694001869.192026,67301180.0,308.0,328.0,0.0,0.0,0.0
1694001869.1930258,67303272.0,331.0,330.0,0.0,0.0,0.0
1694001869.1930258,67305364.0,328.0,330.0,0.0,0.0,0.0
1694001869.1940255,67307456.0,335.0,329.0,0.0,0.0,0.0
1694001869.1940255,67309552.0,325.0,325.0,0.0,0.0,0.0
1694001869.1950254,67311644.0,319.0,324.0,0.0,0.0,0.0
1694001869.1950254,67313732.0,329.0,326.0,0.0,0.0,0.0
1694001869.1960247,67315828.0,329.0,325.0,0.0,0.0,0.0
1694001869.1970289,67317920.0,330.0,322.0,0.0,0.0,0.0
1694001869.1970289,67320012.0,335.0,325.0,0.0,0.0,0.0
1694001869.1980264,67322104.0,321.0,329.0,0.0,0.0,0.0
1694001869.1980264,67324196.0,322.0,331.0,0.0,0.0,0.0
1694001869.1990254,67326288.0,327.0,331.0,0.0,0.0,0.0
1694001869.1990254,67328384.0,326.0,330.0,0.0,0.0,0.0
1694001869.2000253,67330476.0,325.0,326.0,0.0,0.0,0.0
1694001869.2000253,67332564.0,332.0,324.0,0.0,0.0,0.0
1694001869.201026,67334660.0,331.0,325.0,0.0,0.0,0.0
1694001869.2020252,67336752.0,327.0,321.0,0.0,0.0,0.0
1694001869.2020252,67338844.0,327.0,322.0,0.0,0.0,0.0
1694001869.2030253,67340936.0,331.0,324.0,0.0,0.0,0.0
1694001869.2030253,67343028.0,329.0,328.0,0.0,0.0,0.0
1694001869.2040255,67345120.0,332.0,329.0,0.0,0.0,0.0
1694001869.2518473,67347212.0,344.0,334.0,0.0,0.0,0.0
1694001869.2528472,67349308.0,289.0,332.0,0.0,0.0,0.0
1694001869.2528472,67351400.0,320.0,325.0,0.0,0.0,0.0
1694001869.2538474,67353492.0,343.0,323.0,0.0,0.0,0.0
1694001869.2548573,67355584.0,336.0,315.0,0.0,0.0,0.0
1694001869.2558544,67357676.0,315.0,321.0,0.0,0.0,0.0
1694001869.2558544,67359772.0,327.0,325.0,0.0,0.0,0.0
1694001869.2568476,67361860.0,329.0,330.0,0.0,0.0,0.0
1694001869.2578478,67363956.0,326.0,333.0,0.0,0.0,0.0
1694001869.2578478,67366048.0,329.0,335.0,0.0,0.0,0.0
1694001869.2588477,67368140.0,326.0,331.0,0.0,0.0,0.0
1694001869.2598474,67370232.0,331.0,329.0,0.0,0.0,0.0
1694001869.2598474,67372324.0,340.0,325.0,0.0,0.0,0.0
1694001869.2608469,67374416.0,316.0,313.0,0.0,0.0,0.0
1694001869.2608469,67376508.0,315.0,319.0,0.0,0.0,0.0
1694001869.2618473,67378604.0,340.0,324.0,0.0,0.0,0.0
1694001869.2618473,67380692.0,335.0,329.0,0.0,0.0,0.0
1694001869.2628472,67382784.0,320.0,335.0,0.0,0.0,0.0
1694001869.2628472,67384880.0,318.0,335.0,0.0,0.0,0.0
1694001869.2638476,67386972.0,333.0,323.0,0.0,0.0,0.0
1694001869.2648468,67389064.0,329.0,310.0,0.0,0.0,0.0
1694001869.2648468,67391156.0,329.0,321.0,0.0,0.0,0.0
1694001869.2658472,67393248.0,329.0,330.0,0.0,0.0,0.0
1694001869.2658472,67395340.0,328.0,328.0,0.0,0.0,0.0
1694001869.2668467,67397432.0,330.0,327.0,0.0,0.0,0.0
1694001869.2668467,67399528.0,335.0,326.0,0.0,0.0,0.0
1694001869.267847,67401620.0,336.0,329.0,0.0,0.0,0.0
1694001869.267847,67403712.0,322.0,333.0,0.0,0.0,0.0
1694001869.2688475,67405804.0,319.0,325.0,0.0,0.0,0.0
1694001869.2688475,67407900.0,324.0,322.0,0.0,0.0,0.0
1694001869.2698474,67409988.0,336.0,326.0,0.0,0.0,0.0
1694001869.3142977,67412080.0,303.0,323.0,0.0,0.0,0.0
1694001869.3152976,67414176.0,326.0,329.0,0.0,0.0,0.0
1694001869.3152976,67416268.0,330.0,322.0,0.0,0.0,0.0
1694001869.3162975,67418360.0,335.0,322.0,0.0,0.0,0.0
1694001869.317298,67420452.0,331.0,329.0,0.0,0.0,0.0
1694001869.317298,67422544.0,328.0,329.0,0.0,0.0,0.0
1694001869.3182986,67424636.0,332.0,331.0,0.0,0.0,0.0
1694001869.3192983,67426728.0,327.0,331.0,0.0,0.0,0.0
1694001869.3192983,67428820.0,329.0,328.0,0.0,0.0,0.0
1694001869.3202987,67430912.0,333.0,331.0,0.0,0.0,0.0
1694001869.3202987,67433004.0,331.0,325.0,0.0,0.0,0.0
1694001869.3212986,67435100.0,324.0,324.0,0.0,0.0,0.0
1694001869.3212986,67437192.0,335.0,322.0,0.0,0.0,0.0
1694001869.3222988,67439284.0,326.0,323.0,0.0,0.0,0.0
1694001869.3222988,67441376.0,311.0,320.0,0.0,0.0,0.0
1694001869.323298,67443468.0,331.0,328.0,0.0,0.0,0.0
1694001869.323298,67445560.0,328.0,330.0,0.0,0.0,0.0
1694001869.3242974,67447652.0,322.0,326.0,0.0,0.0,0.0
1694001869.3242974,67449748.0,330.0,329.0,0.0,0.0,0.0
1694001869.3252978,67451840.0,336.0,326.0,0.0,0.0,0.0
1694001869.3262975,67453932.0,331.0,325.0,0.0,0.0,0.0
1694001869.3262975,67456028.0,320.0,324.0,0.0,0.0,0.0
1694001869.3272972,67458116.0,329.0,324.0,0.0,0.0,0.0
1694001869.3272972,67460208.0,330.0,325.0,0.0,0.0,0.0
1694001869.3282976,67462300.0,327.0,327.0,0.0,0.0,0.0
1694001869.3282976,67464396.0,324.0,329.0,0.0,0.0,0.0
1694001869.3292973,67466488.0,333.0,331.0,0.0,0.0,0.0
1694001869.3292973,67468580.0,327.0,332.0,0.0,0.0,0.0
1694001869.3302977,67470672.0,327.0,327.0,1.0,0.0,0.0
1694001869.3302977,67472764.0,327.0,325.0,1.0,0.0,0.0
1694001869.3741202,67474856.0,331.0,322.0,1.0,0.0,0.0
1694001869.3751194,67476948.0,318.0,322.0,1.0,0.0,0.0
1694001869.3751194,67479040.0,341.0,325.0,1.0,0.0,0.0
1694001869.3761199,67481132.0,330.0,321.0,1.0,0.0,0.0
1694001869.3771195,67483228.0,301.0,326.0,1.0,0.0,0.0
1694001869.3771195,67485320.0,325.0,331.0,1.0,0.0,0.0
1694001869.37812,67487412.0,330.0,329.0,1.0,0.0,0.0
1694001869.37912,67489504.0,330.0,331.0,1.0,0.0,0.0
1694001869.37912,67491596.0,330.0,328.0,1.0,0.0,0.0
1694001869.38012,67493688.0,331.0,326.0,1.0,0.0,0.0
1694001869.38012,67495780.0,330.0,324.0,1.0,0.0,0.0
1694001869.3811202,67497876.0,330.0,323.0,1.0,0.0,0.0
1694001869.3811202,67499964.0,330.0,324.0,1.0,0.0,0.0
1694001869.3821197,67502060.0,310.0,327.0,1.0,0.0,0.0
1694001869.3821197,67504156.0,340.0,326.0,1.0,0.0,0.0
1694001869.3831196,67506244.0,329.0,328.0,1.0,0.0,0.0
1694001869.3831196,67508336.0,325.0,329.0,1.0,0.0,0.0
1694001869.3841197,67510428.0,325.0,331.0,1.0,0.0,0.0
1694001869.3851194,67512520.0,332.0,325.0,1.0,0.0,0.0
1694001869.3851194,67514616.0,329.0,323.0,1.0,0.0,0.0
1694001869.3861194,67516708.0,330.0,324.0,1.0,0.0,0.0
1694001869.3861194,67518800.0,327.0,323.0,1.0,0.0,0.0
1694001869.3871214,67520892.0,328.0,324.0,1.0,0.0,0.0
1694001869.3881207,67522984.0,335.0,326.0,1.0,0.0,0.0
1694001869.3881207,67525076.0,329.0,329.0,1.0,0.0,0.0
1694001869.3891215,67527168.0,327.0,332.0,1.0,0.0,0.0
1694001869.3891215,67529260.0,323.0,330.0,1.0,0.0,0.0
1694001869.3901215,67531356.0,327.0,330.0,1.0,0.0,0.0
1694001869.3911204,67533448.0,323.0,327.0,1.0,0.0,0.0
1694001869.4369886,67535540.0,328.0,318.0,1.0,0.0,0.0
1694001869.4379876,67537632.0,326.0,321.0,1.0,0.0,0.0
1694001869.4379876,67539724.0,337.0,325.0,1.0,0.0,0.0
1694001869.4389875,67541816.0,329.0,325.0,1.0,0.0,0.0
1694001869.439989,67543908.0,320.0,324.0,1.0,0.0,0.0
1694001869.439989,67546004.0,328.0,327.0,1.0,0.0,0.0
1694001869.4409869,67548096.0,328.0,330.0,1.0,0.0,0.0
1694001869.4409869,67550184.0,328.0,331.0,1.0,0.0,0.0
1694001869.4419866,67552284.0,329.0,327.0,1.0,0.0,0.0
1694001869.4419866,67554372.0,327.0,325.0,1.0,0.0,0.0
1694001869.442987,67556464.0,331.0,325.0,1.0,0.0,0.0
1694001869.4439867,67558556.0,325.0,321.0,1.0,0.0,0.0
1694001869.4439867,67560648.0,326.0,324.0,1.0,0.0,0.0
1694001869.4449866,67562740.0,325.0,325.0,1.0,0.0,0.0
1694001869.4449866,67564836.0,328.0,323.0,1.0,0.0,0.0
1694001869.445987,67566928.0,327.0,331.0,1.0,0.0,0.0
1694001869.446987,67569020.0,328.0,332.0,1.0,0.0,0.0
1694001869.446987,67571112.0,327.0,330.0,1.0,0.0,0.0
1694001869.4479866,67573204.0,328.0,327.0,1.0,1.0,0.0
1694001869.4489863,67575296.0,329.0,323.0,1.0,1.0,0.0
1694001869.4489863,67577388.0,329.0,322.0,1.0,1.0,0.0
1694001869.4499872,67579480.0,327.0,322.0,1.0,1.0,0.0
