global_time,timestamp,Outer forearm sensor value (1),Inner forearm sensor value (2),Load sensor value (3)
1692803852.4096267,490117636.0,326.0,328.0,79177.0
1692803852.4096267,490120076.0,327.0,329.0,79177.0
1692803852.4096267,490122520.0,326.0,329.0,79177.0
1692803852.4106271,490124960.0,323.0,322.0,79177.0
1692803852.4106271,490127400.0,323.0,321.0,79177.0
1692803852.4116268,490129844.0,323.0,320.0,79177.0
1692803852.4116268,490132284.0,321.0,321.0,79177.0
1692803852.4126267,490134724.0,324.0,329.0,79177.0
1692803852.4126267,490137168.0,325.0,315.0,79177.0
1692803852.4136279,490139608.0,327.0,330.0,79177.0
1692803852.4136279,490142048.0,326.0,332.0,79177.0
1692803852.46211,490144492.0,324.0,325.0,79177.0
1692803852.4631102,490146932.0,323.0,321.0,79177.0
1692803852.4631102,490149372.0,324.0,321.0,79177.0
1692803852.4631102,490151816.0,323.0,325.0,79177.0
1692803852.4641087,490154256.0,326.0,328.0,79177.0
1692803852.4641087,490156696.0,322.0,322.0,79177.0
1692803852.4651086,490159136.0,327.0,329.0,79177.0
1692803852.4651086,490161580.0,327.0,328.0,79177.0
1692803852.4651086,490164020.0,324.0,330.0,75102.0
1692803852.4661093,490166660.0,324.0,321.0,75102.0
1692803852.4661093,490169104.0,318.0,319.0,75102.0
1692803852.4661093,490171544.0,323.0,323.0,75102.0
1692803852.4671092,490173984.0,323.0,326.0,75102.0
1692803852.4671092,490176428.0,328.0,328.0,75102.0
1692803852.4671092,490178868.0,326.0,328.0,75102.0
1692803852.4681091,490181308.0,326.0,332.0,75102.0
1692803852.4681091,490183752.0,327.0,324.0,75102.0
1692803852.4691088,490186192.0,325.0,322.0,75102.0
1692803852.4691088,490188632.0,324.0,324.0,75102.0
1692803852.4691088,490191072.0,323.0,319.0,75102.0
1692803852.470109,490193516.0,324.0,324.0,75102.0
1692803852.470109,490195956.0,325.0,327.0,75102.0
1692803852.470109,490198396.0,325.0,328.0,75102.0
1692803852.470109,490200840.0,329.0,331.0,75102.0
1692803852.523967,490203280.0,325.0,328.0,75102.0
1692803852.5249674,490205720.0,323.0,322.0,75102.0
1692803852.5249674,490208164.0,323.0,324.0,75102.0
1692803852.5259664,490210604.0,323.0,323.0,75102.0
1692803852.5259664,490213044.0,324.0,320.0,75102.0
1692803852.5259664,490215484.0,325.0,326.0,75102.0
1692803852.5269678,490217928.0,325.0,328.0,75102.0
1692803852.5269678,490220368.0,327.0,336.0,75102.0
1692803852.5269678,490222808.0,327.0,330.0,75102.0
1692803852.5279677,490225252.0,323.0,322.0,75102.0
1692803852.5279677,490227692.0,325.0,323.0,75102.0
1692803852.5289671,490230132.0,321.0,323.0,75102.0
1692803852.5299666,490232576.0,325.0,322.0,75102.0
1692803852.5299666,490235016.0,323.0,324.0,75102.0
1692803852.5299666,490237456.0,324.0,325.0,75102.0
1692803852.5309677,490239900.0,326.0,330.0,75102.0
1692803852.5319676,490242340.0,327.0,335.0,75102.0
1692803852.5319676,490244780.0,325.0,329.0,75102.0
1692803852.5319676,490247224.0,324.0,320.0,75102.0
1692803852.532967,490249664.0,322.0,323.0,75102.0
1692803852.532967,490252104.0,322.0,319.0,75102.0
1692803852.533968,490254544.0,322.0,323.0,75102.0
1692803852.533968,490256988.0,326.0,328.0,75102.0
1692803852.534967,490259428.0,327.0,328.0,75102.0
1692803852.534967,490261868.0,325.0,330.0,64015.0
1692803852.534967,490264576.0,326.0,329.0,64015.0
1692803852.589741,490267016.0,323.0,318.0,64015.0
1692803852.589741,490269456.0,323.0,320.0,64015.0
1692803852.5907407,490271896.0,322.0,321.0,64015.0
1692803852.5907407,490274340.0,323.0,324.0,64015.0
1692803852.5907407,490276780.0,326.0,327.0,64015.0
1692803852.5917406,490279220.0,327.0,330.0,64015.0
1692803852.5917406,490281664.0,327.0,332.0,64015.0
1692803852.592741,490284104.0,325.0,324.0,64015.0
1692803852.592741,490286544.0,325.0,325.0,64015.0
1692803852.5937421,490288988.0,323.0,324.0,64015.0
1692803852.5937421,490291428.0,323.0,321.0,64015.0
1692803852.5937421,490293868.0,323.0,319.0,64015.0
1692803852.5947406,490296312.0,324.0,325.0,64015.0
1692803852.5947406,490298752.0,328.0,329.0,64015.0
1692803852.5947406,490301192.0,327.0,330.0,64015.0
1692803852.5957413,490303632.0,325.0,330.0,64015.0
1692803852.5957413,490306076.0,326.0,324.0,64015.0
1692803852.5957413,490308516.0,324.0,323.0,64015.0
1692803852.5967412,490310956.0,320.0,320.0,64015.0
1692803852.5967412,490313400.0,323.0,323.0,64015.0
1692803852.5967412,490315840.0,325.0,326.0,64015.0
1692803852.597741,490318280.0,326.0,329.0,64015.0
1692803852.597741,490320720.0,326.0,325.0,64015.0
1692803852.597741,490323164.0,327.0,330.0,64015.0
1692803852.5987413,490325604.0,326.0,325.0,64015.0
1692803852.5987413,490328044.0,325.0,325.0,64015.0
1692803852.5987413,490330488.0,323.0,321.0,64015.0
1692803852.6514401,490332928.0,324.0,326.0,64015.0
1692803852.6514401,490335368.0,324.0,335.0,64015.0
1692803852.6524403,490337812.0,322.0,329.0,64015.0
1692803852.6524403,490340252.0,327.0,299.0,64015.0
1692803852.6524403,490342696.0,329.0,333.0,64015.0
1692803852.6534405,490345136.0,327.0,327.0,64015.0
1692803852.6534405,490347576.0,321.0,331.0,64015.0
1692803852.6544402,490350020.0,318.0,321.0,64015.0
1692803852.6544402,490352460.0,324.0,310.0,64015.0
1692803852.6544402,490354900.0,327.0,327.0,64015.0
1692803852.65544,490357340.0,327.0,323.0,64015.0
1692803852.65544,490359784.0,324.0,326.0,64015.0
1692803852.6564403,490362224.0,325.0,332.0,59231.0
1692803852.6564403,490364936.0,330.0,331.0,59231.0
1692803852.6564403,490367368.0,327.0,326.0,59231.0
1692803852.6574404,490369812.0,322.0,317.0,59231.0
1692803852.6574404,490372252.0,317.0,326.0,59231.0
1692803852.6574404,490374692.0,327.0,323.0,59231.0
1692803852.6584399,490377136.0,327.0,319.0,59231.0
1692803852.6584399,490379576.0,320.0,332.0,59231.0
1692803852.6584399,490382016.0,329.0,328.0,59231.0
1692803852.6594422,490384460.0,321.0,331.0,59231.0
1692803852.6594422,490386900.0,325.0,324.0,59231.0
1692803852.6594422,490389340.0,324.0,320.0,59231.0
1692803852.66044,490391780.0,324.0,323.0,59231.0
1692803852.7125647,490394224.0,323.0,329.0,59231.0
1692803852.7125647,490396664.0,327.0,332.0,59231.0
1692803852.7135649,490399104.0,325.0,299.0,59231.0
1692803852.7135649,490401548.0,326.0,329.0,59231.0
1692803852.714566,490403988.0,329.0,337.0,59231.0
1692803852.714566,490406432.0,324.0,326.0,59231.0
1692803852.714566,490408872.0,324.0,323.0,59231.0
1692803852.715566,490411312.0,319.0,329.0,59231.0
1692803852.715566,490413752.0,324.0,316.0,59231.0
1692803852.7165644,490416196.0,324.0,306.0,59231.0
1692803852.7165644,490418636.0,323.0,331.0,59231.0
1692803852.7165644,490421076.0,326.0,328.0,59231.0
1692803852.7175648,490423520.0,331.0,330.0,59231.0
1692803852.7175648,490425960.0,328.0,327.0,59231.0
1692803852.7185676,490428400.0,320.0,323.0,59231.0
1692803852.7185676,490430840.0,315.0,323.0,59231.0
1692803852.7195652,490433284.0,322.0,318.0,59231.0
1692803852.7195652,490435724.0,329.0,327.0,59231.0
1692803852.7195652,490438164.0,326.0,326.0,59231.0
1692803852.7205656,490440608.0,324.0,326.0,59231.0
1692803852.7205656,490443048.0,329.0,337.0,59231.0
1692803852.7215648,490445488.0,327.0,324.0,59231.0
1692803852.7215648,490447932.0,323.0,325.0,59231.0
1692803852.7215648,490450372.0,323.0,319.0,59231.0
1692803852.722565,490452812.0,321.0,319.0,59231.0
1692803852.7765732,490455256.0,323.0,328.0,59231.0
1692803852.7765732,490457696.0,326.0,327.0,59231.0
1692803852.7775724,490460136.0,326.0,323.0,59231.0
1692803852.7775724,490462576.0,330.0,333.0,56641.0
1692803852.7785738,490465292.0,323.0,329.0,56641.0
1692803852.7785738,490467724.0,324.0,328.0,56641.0
1692803852.7785738,490470164.0,330.0,318.0,56641.0
1692803852.7795722,490472604.0,322.0,301.0,56641.0
1692803852.7795722,490475048.0,309.0,330.0,56641.0
1692803852.7805731,490477488.0,325.0,322.0,56641.0
1692803852.7805731,490479932.0,330.0,331.0,56641.0
1692803852.7815747,490482372.0,333.0,328.0,56641.0
1692803852.7815747,490484812.0,321.0,337.0,56641.0
1692803852.7815747,490487252.0,325.0,327.0,56641.0
1692803852.782573,490489696.0,325.0,317.0,56641.0
1692803852.782573,490492136.0,320.0,314.0,56641.0
1692803852.783573,490494576.0,323.0,331.0,56641.0
1692803852.783573,490497020.0,325.0,342.0,56641.0
1692803852.783573,490499460.0,327.0,305.0,56641.0
1692803852.784573,490501900.0,331.0,338.0,56641.0
1692803852.784573,490504340.0,326.0,321.0,56641.0
1692803852.785573,490506784.0,325.0,323.0,56641.0
1692803852.785573,490509224.0,319.0,318.0,56641.0
1692803852.785573,490511664.0,323.0,321.0,56641.0
1692803852.7865736,490514108.0,322.0,312.0,56641.0
1692803852.7865736,490516548.0,329.0,329.0,56641.0
1692803852.787573,490518988.0,327.0,323.0,56641.0
1692803852.8385763,490521432.0,321.0,332.0,56641.0
1692803852.8395765,490523872.0,327.0,329.0,56641.0
1692803852.8395765,490526312.0,327.0,331.0,56641.0
1692803852.8405762,490528756.0,323.0,318.0,56641.0
1692803852.8405762,490531196.0,326.0,319.0,56641.0
1692803852.8405762,490533636.0,321.0,320.0,56641.0
1692803852.8415873,490536080.0,326.0,334.0,56641.0
1692803852.8415873,490538520.0,325.0,336.0,56641.0
1692803852.8425763,490540960.0,326.0,302.0,56641.0
1692803852.8425763,490543404.0,323.0,326.0,56641.0
1692803852.843577,490545844.0,330.0,338.0,56641.0
1692803852.843577,490548284.0,319.0,328.0,56641.0
1692803852.8445756,490550724.0,322.0,323.0,56641.0
1692803852.8445756,490553168.0,323.0,319.0,56641.0
1692803852.8445756,490555608.0,324.0,324.0,56641.0
1692803852.8455763,490558052.0,322.0,321.0,56641.0
1692803852.8455763,490560492.0,327.0,322.0,56641.0
1692803852.8465765,490562932.0,329.0,332.0,42266.0
1692803852.8465765,490565644.0,327.0,327.0,42266.0
1692803852.8465765,490568076.0,326.0,333.0,42266.0
1692803852.8475766,490570520.0,324.0,314.0,42266.0
1692803852.8475766,490572960.0,326.0,315.0,42266.0
1692803852.8485763,490575400.0,319.0,323.0,42266.0
1692803852.8485763,490577844.0,327.0,334.0,42266.0
1692803852.8485763,490580284.0,316.0,330.0,42266.0
1692803852.899372,490582724.0,327.0,330.0,42266.0
1692803852.899372,490585168.0,326.0,325.0,42266.0
1692803852.9003701,490587608.0,328.0,324.0,42266.0
1692803852.9003701,490590048.0,321.0,322.0,42266.0
1692803852.90137,490592488.0,323.0,321.0,42266.0
1692803852.90137,490594932.0,323.0,327.0,42266.0
1692803852.90137,490597372.0,329.0,312.0,42266.0
1692803852.90237,490599812.0,324.0,334.0,42266.0
1692803852.90237,490602256.0,326.0,322.0,42266.0
1692803852.9033704,490604696.0,327.0,326.0,42266.0
1692803852.9033704,490607140.0,327.0,331.0,42266.0
1692803852.9043717,490609580.0,324.0,342.0,42266.0
1692803852.9043717,490612020.0,322.0,312.0,42266.0
1692803852.9043717,490614460.0,324.0,303.0,42266.0
1692803852.90537,490616904.0,320.0,338.0,42266.0
1692803852.90537,490619344.0,330.0,315.0,42266.0
1692803852.9063702,490621784.0,330.0,330.0,42266.0
1692803852.9063702,490624228.0,323.0,339.0,42266.0
1692803852.9063702,490626668.0,327.0,328.0,42266.0
1692803852.9073706,490629108.0,327.0,329.0,42266.0
1692803852.9073706,490631552.0,312.0,323.0,42266.0
1692803852.9083712,490633992.0,321.0,316.0,42266.0
1692803852.9083712,490636432.0,327.0,310.0,42266.0
1692803852.9083712,490638876.0,327.0,326.0,42266.0
1692803852.9093702,490641316.0,324.0,329.0,42266.0
1692803852.960852,490643756.0,324.0,326.0,42266.0
1692803852.961852,490646200.0,332.0,328.0,42266.0
1692803852.961852,490648640.0,325.0,332.0,42266.0
1692803852.9628527,490651080.0,325.0,320.0,42266.0
1692803852.9628527,490653524.0,320.0,318.0,42266.0
1692803852.9638512,490655964.0,323.0,325.0,42266.0
1692803852.9638512,490658404.0,327.0,336.0,42266.0
1692803852.9648519,490660844.0,325.0,313.0,-7886.0
1692803852.9648519,490663564.0,326.0,339.0,-7886.0
1692803852.9658525,490666016.0,327.0,320.0,-7886.0
1692803852.9658525,490668448.0,327.0,329.0,-7886.0
1692803852.9658525,490670888.0,324.0,326.0,-7886.0
1692803852.9668522,490673332.0,323.0,342.0,-7886.0
1692803852.9668522,490675772.0,317.0,297.0,-7886.0
1692803852.967852,490678212.0,324.0,331.0,-7886.0
1692803852.967852,490680656.0,326.0,335.0,-7886.0
1692803852.967852,490683096.0,328.0,328.0,-7886.0
1692803852.968852,490685536.0,328.0,332.0,-7886.0
1692803852.968852,490687980.0,323.0,319.0,-7886.0
1692803852.9698527,490690420.0,323.0,314.0,-7886.0
1692803852.9698527,490692860.0,326.0,330.0,-7886.0
1692803852.9708521,490695300.0,321.0,306.0,-7886.0
1692803852.9708521,490697752.0,321.0,327.0,-7886.0
1692803852.9708521,490700184.0,329.0,341.0,-7886.0
1692803852.971852,490702628.0,325.0,327.0,-7886.0
1692803852.971852,490705068.0,329.0,329.0,-7886.0
1692803853.02592,490707508.0,324.0,332.0,-7886.0
1692803853.0269198,490709948.0,324.0,326.0,-7886.0
1692803853.0269198,490712392.0,323.0,312.0,-7886.0
1692803853.0269198,490714832.0,324.0,322.0,-7886.0
1692803853.027921,490717272.0,315.0,330.0,-7886.0
1692803853.027921,490719716.0,323.0,329.0,-7886.0
1692803853.028922,490722156.0,331.0,344.0,-7886.0
1692803853.028922,490724596.0,328.0,324.0,-7886.0
1692803853.0299234,490727036.0,326.0,325.0,-7886.0
1692803853.0299234,490729488.0,324.0,324.0,-7886.0
1692803853.0309205,490731920.0,322.0,318.0,-7886.0
1692803853.0309205,490734364.0,323.0,318.0,-7886.0
1692803853.0309205,490736804.0,324.0,325.0,-7886.0
1692803853.0319204,490739244.0,325.0,324.0,-7886.0
1692803853.0319204,490741684.0,326.0,328.0,-7886.0
1692803853.0329204,490744128.0,324.0,330.0,-7886.0
1692803853.0329204,490746568.0,329.0,343.0,-7886.0
1692803853.0329204,490749008.0,323.0,317.0,-7886.0
1692803853.0339208,490751452.0,324.0,297.0,-7886.0
1692803853.0339208,490753892.0,321.0,333.0,-7886.0
1692803853.034921,490756332.0,322.0,314.0,-7886.0
1692803853.034921,490758772.0,329.0,322.0,-7886.0
1692803853.0359201,490761224.0,324.0,328.0,-80507.0
1692803853.0359201,490764024.0,325.0,346.0,-80507.0
1692803853.0359201,490766552.0,328.0,333.0,-80507.0
1692803853.0369203,490769080.0,323.0,317.0,-80507.0
1692803853.0860946,490771608.0,323.0,334.0,-80507.0
1692803853.0870953,490774136.0,323.0,309.0,-80507.0
1692803853.0870953,490776664.0,320.0,320.0,-80507.0
1692803853.0870953,490779196.0,326.0,343.0,-80507.0
1692803853.0880957,490781724.0,328.0,322.0,-80507.0
1692803853.0880957,490784252.0,325.0,338.0,-80507.0
1692803853.0890949,490786780.0,328.0,330.0,-80507.0
1692803853.0890949,490789308.0,322.0,316.0,-80507.0
1692803853.0900962,490791836.0,322.0,323.0,-80507.0
1692803853.0900962,490794364.0,322.0,318.0,-80507.0
1692803853.0900962,490796892.0,324.0,338.0,-80507.0
1692803853.0910952,490799420.0,327.0,336.0,-80507.0
1692803853.0910952,490801952.0,332.0,307.0,-80507.0
1692803853.092096,490804480.0,321.0,318.0,-80507.0
1692803853.092096,490807008.0,326.0,346.0,-80507.0
1692803853.092096,490809536.0,320.0,323.0,-80507.0
1692803853.0930963,490812064.0,318.0,319.0,-80507.0
1692803853.0930963,490814592.0,323.0,327.0,-80507.0
1692803853.0940957,490817120.0,327.0,324.0,-80507.0
1692803853.0940957,490819652.0,323.0,329.0,-80507.0
1692803853.0940957,490822176.0,326.0,333.0,-80507.0
1692803853.0950959,490824716.0,329.0,331.0,-80507.0
1692803853.0950959,490827236.0,327.0,332.0,-80507.0
1692803853.0950959,490829764.0,326.0,299.0,-80507.0
1692803853.1501412,490832292.0,322.0,327.0,-80507.0
1692803853.151141,490834820.0,320.0,312.0,-80507.0
1692803853.151141,490837348.0,324.0,339.0,-80507.0
1692803853.151141,490839876.0,323.0,329.0,-80507.0
1692803853.1521397,490842404.0,326.0,340.0,-80507.0
1692803853.1521397,490844932.0,326.0,334.0,-80507.0
1692803853.1531403,490847460.0,326.0,310.0,-80507.0
1692803853.1531403,490849992.0,326.0,326.0,-80507.0
1692803853.1531403,490852520.0,320.0,318.0,-80507.0
1692803853.1541398,490855048.0,323.0,325.0,-80507.0
1692803853.1541398,490857576.0,325.0,321.0,-80507.0
1692803853.1551409,490860104.0,323.0,330.0,-80507.0
1692803853.1551409,490862632.0,325.0,322.0,-153379.0
1692803853.156141,490865520.0,328.0,332.0,-153379.0
1692803853.156141,490868136.0,327.0,332.0,-153379.0
1692803853.1571405,490870752.0,324.0,322.0,-153379.0
1692803853.1571405,490873364.0,321.0,319.0,-153379.0
1692803853.1581404,490875980.0,321.0,315.0,-153379.0
1692803853.1581404,490878596.0,326.0,328.0,-153379.0
1692803853.1591408,490881212.0,322.0,299.0,-153379.0
1692803853.1591408,490883828.0,328.0,340.0,-153379.0
1692803853.1601403,490886444.0,326.0,328.0,-153379.0
1692803853.1601403,490889060.0,325.0,333.0,-153379.0
1692803853.1611414,490891676.0,324.0,326.0,-153379.0
1692803853.1611414,490894292.0,323.0,316.0,-153379.0
1692803853.212135,490896908.0,326.0,332.0,-153379.0
1692803853.2131357,490899524.0,320.0,294.0,-153379.0
1692803853.2131357,490902136.0,328.0,325.0,-153379.0
1692803853.2141354,490904756.0,322.0,348.0,-153379.0
1692803853.2141354,490907368.0,331.0,337.0,-153379.0
1692803853.2151353,490909984.0,327.0,328.0,-153379.0
1692803853.2151353,490912600.0,319.0,323.0,-153379.0
1692803853.2151353,490915216.0,323.0,306.0,-153379.0
1692803853.2161353,490917832.0,325.0,323.0,-153379.0
1692803853.2161353,490920448.0,323.0,335.0,-153379.0
1692803853.2171352,490923064.0,329.0,348.0,-153379.0
1692803853.2171352,490925680.0,328.0,327.0,-153379.0
1692803853.2181358,490928292.0,322.0,310.0,-153379.0
1692803853.2181358,490930912.0,331.0,333.0,-153379.0
1692803853.2181358,490933528.0,327.0,327.0,-153379.0
1692803853.219135,490936140.0,313.0,307.0,-153379.0
1692803853.219135,490938756.0,324.0,331.0,-153379.0
1692803853.2201352,490941372.0,326.0,325.0,-153379.0
1692803853.2201352,490943988.0,328.0,339.0,-153379.0
1692803853.2201352,490946604.0,327.0,325.0,-153379.0
1692803853.2211344,490949220.0,329.0,326.0,-153379.0
1692803853.2211344,490951836.0,326.0,324.0,-153379.0
1692803853.222137,490954452.0,320.0,326.0,-153379.0
1692803853.222137,490957068.0,323.0,328.0,-153379.0
1692803853.2731621,490959680.0,324.0,321.0,-153379.0
1692803853.2731621,490962296.0,325.0,318.0,-197378.0
1692803853.2741601,490965176.0,324.0,342.0,-197378.0
1692803853.2741601,490967792.0,328.0,312.0,-197378.0
1692803853.2751598,490970408.0,324.0,357.0,-197378.0
1692803853.2751598,490973024.0,323.0,328.0,-197378.0
1692803853.2761598,490975636.0,323.0,300.0,-197378.0
1692803853.2761598,490978252.0,321.0,318.0,-197378.0
1692803853.2761598,490980868.0,325.0,331.0,-197378.0
1692803853.2771604,490983484.0,328.0,328.0,-197378.0
1692803853.2771604,490986100.0,327.0,340.0,-197378.0
1692803853.2781603,490988716.0,327.0,332.0,-197378.0
1692803853.2781603,490991332.0,324.0,310.0,-197378.0
1692803853.2791598,490993948.0,325.0,312.0,-197378.0
1692803853.2791598,490996564.0,320.0,337.0,-197378.0
1692803853.2791598,490999180.0,326.0,326.0,-197378.0
1692803853.2801595,491001796.0,322.0,320.0,-197378.0
1692803853.2801595,491004412.0,327.0,323.0,-197378.0
1692803853.2811599,491007028.0,330.0,340.0,-197378.0
1692803853.2811599,491009640.0,324.0,339.0,-197378.0
1692803853.2821603,491012256.0,324.0,311.0,-197378.0
1692803853.2821603,491014872.0,321.0,323.0,-197378.0
1692803853.2831597,491017488.0,323.0,317.0,-197378.0
1692803853.3360896,491020104.0,322.0,335.0,-197378.0
1692803853.3360896,491022720.0,326.0,324.0,-197378.0
1692803853.3370898,491025336.0,324.0,327.0,-197378.0
1692803853.3370898,491027952.0,327.0,342.0,-197378.0
1692803853.338092,491030564.0,326.0,314.0,-197378.0
1692803853.338092,491033184.0,323.0,327.0,-197378.0
1692803853.338092,491035800.0,322.0,315.0,-197378.0
1692803853.3390899,491038412.0,322.0,327.0,-197378.0
1692803853.3390899,491041032.0,326.0,318.0,-197378.0
1692803853.3390899,491043644.0,326.0,330.0,-197378.0
1692803853.3400896,491046260.0,326.0,328.0,-197378.0
1692803853.3400896,491048876.0,325.0,318.0,-197378.0
1692803853.3410902,491051492.0,328.0,346.0,-197378.0
1692803853.3410902,491054108.0,323.0,314.0,-197378.0
1692803853.3420897,491056724.0,320.0,327.0,-197378.0
1692803853.3420897,491059340.0,322.0,324.0,-197378.0
1692803853.3420897,491061956.0,324.0,337.0,-216993.0
1692803853.34309,491064848.0,333.0,332.0,-216993.0
1692803853.34309,491067464.0,324.0,317.0,-216993.0
1692803853.344089,491070080.0,322.0,319.0,-216993.0
1692803853.344089,491072696.0,326.0,329.0,-216993.0
1692803853.344089,491075312.0,323.0,329.0,-216993.0
1692803853.344089,491077928.0,324.0,315.0,-216993.0
1692803853.3450892,491080544.0,326.0,328.0,-216993.0
1692803853.4026008,491083156.0,326.0,326.0,-216993.0
1692803853.403601,491085776.0,322.0,334.0,-216993.0
1692803853.403601,491088388.0,328.0,330.0,-216993.0
1692803853.4046004,491091008.0,328.0,323.0,-216993.0
1692803853.4046004,491093620.0,323.0,331.0,-216993.0
1692803853.4046004,491096236.0,326.0,320.0,-216993.0
1692803853.4056005,491098852.0,321.0,325.0,-216993.0
1692803853.4056005,491101468.0,323.0,326.0,-216993.0
1692803853.406601,491104084.0,325.0,318.0,-216993.0
1692803853.406601,491106700.0,328.0,332.0,-216993.0
1692803853.406601,491109316.0,325.0,333.0,-216993.0
1692803853.4076004,491111932.0,326.0,322.0,-216993.0
1692803853.4076004,491114548.0,324.0,328.0,-216993.0
1692803853.4086013,491117164.0,325.0,325.0,-216993.0
1692803853.4086013,491119780.0,318.0,317.0,-216993.0
1692803853.4086013,491122392.0,327.0,320.0,-216993.0
1692803853.4096005,491125008.0,324.0,322.0,-216993.0
1692803853.4096005,491127624.0,330.0,341.0,-216993.0
1692803853.4106007,491130240.0,326.0,339.0,-216993.0
1692803853.4106007,491132856.0,319.0,332.0,-216993.0
1692803853.4115999,491135472.0,326.0,330.0,-216993.0
1692803853.4115999,491138088.0,323.0,319.0,-216993.0
1692803853.4115999,491140704.0,324.0,296.0,-216993.0
1692803853.4126017,491143316.0,327.0,312.0,-216993.0
1692803853.4126017,491145932.0,326.0,342.0,-216993.0
1692803853.4136004,491148548.0,325.0,328.0,-216993.0
1692803853.4626112,491151164.0,326.0,320.0,-216993.0
1692803853.463612,491153780.0,323.0,339.0,-216993.0
1692803853.463612,491156396.0,325.0,322.0,-216993.0
1692803853.463612,491159012.0,319.0,304.0,-216993.0
1692803853.464612,491161628.0,326.0,344.0,-233905.0
1692803853.464612,491164516.0,329.0,311.0,-233905.0
1692803853.4656126,491167132.0,327.0,335.0,-233905.0
1692803853.4656126,491169748.0,324.0,324.0,-233905.0
1692803853.4656126,491172364.0,324.0,334.0,-233905.0
1692803853.4666123,491174980.0,323.0,315.0,-233905.0
1692803853.4666123,491177596.0,323.0,330.0,-233905.0
1692803853.4676123,491180212.0,321.0,320.0,-233905.0
1692803853.4676123,491182828.0,327.0,325.0,-233905.0
1692803853.4676123,491185440.0,326.0,322.0,-233905.0
1692803853.4686122,491188056.0,322.0,322.0,-233905.0
1692803853.4686122,491190672.0,328.0,332.0,-233905.0
1692803853.4696124,491193288.0,329.0,332.0,-233905.0
1692803853.4696124,491195904.0,321.0,320.0,-233905.0
1692803853.4696124,491198520.0,322.0,311.0,-233905.0
1692803853.470619,491201136.0,323.0,323.0,-233905.0
1692803853.470619,491203752.0,323.0,325.0,-233905.0
1692803853.4716127,491206364.0,331.0,334.0,-233905.0
1692803853.5252893,491208980.0,325.0,322.0,-233905.0
1692803853.5252893,491211596.0,327.0,328.0,-233905.0
1692803853.5262902,491214212.0,324.0,328.0,-233905.0
1692803853.52729,491216828.0,323.0,306.0,-233905.0
1692803853.52729,491219444.0,322.0,323.0,-233905.0
1692803853.52829,491222060.0,324.0,322.0,-233905.0
1692803853.52829,491224676.0,326.0,326.0,-233905.0
1692803853.52829,491227292.0,328.0,343.0,-233905.0
1692803853.5292907,491229908.0,324.0,321.0,-233905.0
1692803853.5292907,491232520.0,327.0,334.0,-233905.0
1692803853.5302904,491235140.0,322.0,325.0,-233905.0
1692803853.5302904,491237756.0,325.0,322.0,-233905.0
1692803853.5302904,491240368.0,320.0,318.0,-233905.0
1692803853.53129,491242984.0,326.0,318.0,-233905.0
1692803853.53129,491245600.0,338.0,333.0,-233905.0
1692803853.53229,491248216.0,317.0,334.0,-233905.0
1692803853.53229,491250832.0,319.0,330.0,-233905.0
1692803853.53229,491253448.0,302.0,326.0,-233905.0
1692803853.5332909,491256064.0,331.0,322.0,-233905.0
1692803853.5332909,491258680.0,326.0,316.0,-233905.0
1692803853.53429,491261292.0,324.0,332.0,-240871.0
1692803853.53429,491264172.0,328.0,322.0,-240871.0
1692803853.53529,491266788.0,326.0,326.0,-240871.0
1692803853.53529,491269404.0,327.0,340.0,-240871.0
1692803853.53529,491272020.0,326.0,322.0,-240871.0
1692803853.5860074,491274636.0,322.0,337.0,-240871.0
1692803853.5870075,491277252.0,325.0,320.0,-240871.0
1692803853.5870075,491279868.0,320.0,314.0,-240871.0
1692803853.5870075,491282480.0,325.0,339.0,-240871.0
1692803853.5880058,491285100.0,325.0,317.0,-240871.0
1692803853.5880058,491287716.0,333.0,330.0,-240871.0
1692803853.5890055,491290328.0,327.0,340.0,-240871.0
1692803853.5890055,491292944.0,319.0,330.0,-240871.0
1692803853.5890055,491295560.0,315.0,284.0,-240871.0
1692803853.590006,491298176.0,324.0,328.0,-240871.0
1692803853.590006,491300792.0,324.0,312.0,-240871.0
1692803853.591006,491303408.0,327.0,326.0,-240871.0
1692803853.591006,491306024.0,327.0,325.0,-240871.0
1692803853.5920057,491308636.0,325.0,329.0,-240871.0
1692803853.5920057,491311252.0,326.0,330.0,-240871.0
1692803853.593006,491313868.0,323.0,316.0,-240871.0
1692803853.593006,491316484.0,324.0,325.0,-240871.0
1692803853.593006,491319100.0,324.0,322.0,-240871.0
1692803853.5940056,491321716.0,323.0,313.0,-240871.0
1692803853.5940056,491324332.0,324.0,320.0,-240871.0
1692803853.5950058,491326948.0,325.0,339.0,-240871.0
1692803853.5950058,491329564.0,330.0,326.0,-240871.0
1692803853.5960054,491332180.0,323.0,330.0,-240871.0
1692803853.6517777,491334796.0,325.0,332.0,-240871.0
1692803853.6527824,491337408.0,324.0,323.0,-240871.0
1692803853.6527824,491340028.0,320.0,319.0,-240871.0
1692803853.6527824,491342640.0,321.0,318.0,-240871.0
1692803853.6537793,491345256.0,328.0,321.0,-240871.0
1692803853.6537793,491347872.0,327.0,348.0,-240871.0
1692803853.654779,491350488.0,327.0,335.0,-240871.0
1692803853.654779,491353112.0,325.0,316.0,-240871.0
1692803853.655779,491355720.0,322.0,319.0,-240871.0
1692803853.655779,491358336.0,322.0,334.0,-240871.0
