timestamp,Outer forearm sensor value (1),Inner forearm sensor value (2)
798461204.0,319.0,364.0
798462860.0,322.0,395.0
798464520.0,322.0,409.0
798466176.0,324.0,359.0
798467832.0,327.0,301.0
798469488.0,327.0,313.0
798471144.0,329.0,320.0
798472800.0,325.0,327.0
798474460.0,326.0,345.0
798476116.0,327.0,320.0
798477772.0,326.0,306.0
798479428.0,328.0,317.0
798481084.0,325.0,333.0
798482740.0,326.0,329.0
798484396.0,321.0,322.0
798486056.0,320.0,327.0
798487712.0,320.0,326.0
798489368.0,330.0,332.0
798491024.0,326.0,317.0
798492688.0,324.0,309.0
798494336.0,330.0,320.0
798495996.0,326.0,332.0
798497652.0,325.0,328.0
798499308.0,323.0,331.0
798500964.0,324.0,341.0
798502620.0,324.0,337.0
798504276.0,326.0,337.0
798505932.0,327.0,334.0
798507592.0,329.0,323.0
798509244.0,325.0,318.0
798510904.0,323.0,325.0
798512560.0,328.0,268.0
798514216.0,326.0,236.0
798515872.0,326.0,281.0
798517528.0,325.0,460.0
798519188.0,322.0,460.0
798520840.0,327.0,367.0
798522500.0,322.0,323.0
798524156.0,322.0,298.0
798525812.0,322.0,343.0
798527468.0,326.0,339.0
798529124.0,326.0,286.0
798530780.0,325.0,300.0
798532436.0,328.0,324.0
798534096.0,329.0,326.0
798535752.0,328.0,316.0
798537408.0,323.0,296.0
798539064.0,323.0,291.0
798540720.0,326.0,345.0
798542376.0,325.0,325.0
798544036.0,328.0,339.0
798545692.0,328.0,359.0
798547348.0,325.0,344.0
798549012.0,324.0,322.0
798550660.0,322.0,324.0
798552316.0,325.0,322.0
798553972.0,331.0,336.0
798555632.0,330.0,323.0
798557284.0,324.0,330.0
798558944.0,322.0,324.0
798560600.0,323.0,314.0
798562256.0,322.0,335.0
798563912.0,319.0,309.0
798565572.0,326.0,269.0
798567228.0,322.0,319.0
798568884.0,321.0,390.0
798570540.0,323.0,357.0
798572196.0,327.0,317.0
798573852.0,328.0,321.0
798575508.0,330.0,348.0
798577164.0,327.0,350.0
798578824.0,323.0,320.0
798580480.0,324.0,310.0
798582136.0,326.0,295.0
798583792.0,325.0,328.0
798585448.0,323.0,331.0
798587104.0,323.0,316.0
798588760.0,320.0,326.0
798590416.0,329.0,334.0
798592076.0,330.0,264.0
798593732.0,327.0,300.0
798595388.0,323.0,422.0
798597044.0,323.0,356.0
798598700.0,327.0,335.0
798600356.0,324.0,311.0
798602012.0,321.0,330.0
798603668.0,330.0,333.0
798605336.0,320.0,304.0
798606984.0,323.0,313.0
798608640.0,324.0,347.0
798610296.0,325.0,338.0
798611952.0,327.0,318.0
798613608.0,328.0,328.0
798615268.0,328.0,303.0
798616924.0,329.0,302.0
798618580.0,325.0,349.0
798620236.0,326.0,293.0
798621892.0,321.0,310.0
798623548.0,316.0,350.0
798625208.0,323.0,372.0
798626864.0,329.0,339.0
798628520.0,327.0,334.0
798630176.0,322.0,320.0
798631832.0,327.0,321.0
798633488.0,330.0,271.0
798635144.0,324.0,247.0
798636800.0,323.0,281.0
798638456.0,327.0,419.0
798640112.0,326.0,405.0
798641772.0,326.0,358.0
798643428.0,321.0,338.0
798645084.0,325.0,352.0
798646740.0,328.0,316.0
798648396.0,324.0,297.0
798650052.0,321.0,308.0
798651712.0,324.0,326.0
798653368.0,325.0,322.0
798655024.0,323.0,311.0
798656680.0,328.0,317.0
798658336.0,328.0,327.0
798659992.0,322.0,321.0
798661660.0,328.0,340.0
798663304.0,323.0,308.0
798664964.0,322.0,297.0
798666620.0,328.0,342.0
798668276.0,326.0,375.0
798669932.0,322.0,324.0
798671588.0,322.0,306.0
798673244.0,326.0,304.0
798674900.0,329.0,322.0
798676560.0,328.0,349.0
798678216.0,323.0,338.0
798679872.0,326.0,335.0
798681528.0,326.0,321.0
798683184.0,324.0,310.0
798684844.0,325.0,344.0
798686500.0,326.0,345.0
798688156.0,324.0,303.0
798689812.0,321.0,300.0
798691468.0,326.0,337.0
798693124.0,331.0,346.0
798694780.0,327.0,333.0
798696440.0,325.0,318.0
798698092.0,324.0,325.0
798699752.0,327.0,231.0
798701408.0,323.0,339.0
798703064.0,324.0,404.0
798704720.0,319.0,391.0
798706376.0,326.0,336.0
798708036.0,324.0,317.0
798709692.0,325.0,292.0
798711348.0,325.0,265.0
798713004.0,321.0,371.0
798714660.0,325.0,380.0
798716316.0,332.0,332.0
798717980.0,328.0,315.0
798719632.0,327.0,323.0
798721288.0,325.0,313.0
798722944.0,316.0,292.0
798724600.0,328.0,308.0
798726256.0,322.0,316.0
798727912.0,329.0,364.0
798729568.0,324.0,350.0
798731224.0,325.0,342.0
798732884.0,325.0,310.0
798734540.0,327.0,316.0
798736196.0,327.0,308.0
798737852.0,326.0,343.0
798739508.0,324.0,335.0
798741164.0,324.0,316.0
798742820.0,324.0,347.0
798744480.0,321.0,345.0
798746136.0,327.0,324.0
798747792.0,326.0,317.0
798749448.0,324.0,303.0
798751104.0,329.0,318.0
798752760.0,327.0,315.0
798754416.0,322.0,330.0
798756072.0,332.0,331.0
798757732.0,330.0,321.0
798759388.0,324.0,351.0
798761044.0,324.0,356.0
798762700.0,322.0,314.0
798764356.0,323.0,285.0
798766016.0,325.0,339.0
