timestamp,Outer forearm sensor value (1),Inner forearm sensor value (2)
909706004.0,310.0,328.0
909707660.0,254.0,328.0
909709324.0,385.0,328.0
909710972.0,369.0,329.0
909712632.0,356.0,326.0
909714288.0,274.0,325.0
909715944.0,240.0,327.0
909717600.0,343.0,328.0
909719256.0,332.0,328.0
909720912.0,320.0,327.0
909722568.0,366.0,329.0
909724228.0,354.0,329.0
909725884.0,296.0,327.0
909727540.0,307.0,325.0
909729196.0,384.0,328.0
909730852.0,348.0,327.0
909732508.0,214.0,325.0
909734164.0,308.0,329.0
909735824.0,372.0,328.0
909737480.0,332.0,328.0
909739136.0,321.0,328.0
909740792.0,357.0,326.0
909742448.0,291.0,328.0
909744104.0,286.0,329.0
909745760.0,377.0,327.0
909747420.0,373.0,325.0
909749076.0,267.0,328.0
909750732.0,285.0,327.0
909752388.0,325.0,328.0
909754044.0,433.0,327.0
909755700.0,295.0,325.0
909757356.0,256.0,328.0
909759012.0,311.0,328.0
909760672.0,341.0,329.0
909762328.0,345.0,330.0
909763984.0,334.0,326.0
909765648.0,347.0,326.0
909767296.0,369.0,329.0
909768952.0,336.0,327.0
909770608.0,239.0,328.0
909772268.0,327.0,328.0
909773924.0,427.0,327.0
909775580.0,316.0,327.0
909777236.0,270.0,328.0
909778892.0,229.0,326.0
909780548.0,278.0,327.0
909782204.0,370.0,327.0
909783864.0,370.0,328.0
909785520.0,449.0,329.0
909787176.0,415.0,330.0
909788832.0,104.0,332.0
909790488.0,360.0,328.0
909792144.0,461.0,326.0
909793800.0,201.0,323.0
909795460.0,201.0,326.0
909797116.0,381.0,327.0
909798772.0,364.0,330.0
909800428.0,357.0,329.0
909802084.0,320.0,330.0
909803740.0,395.0,330.0
909805396.0,428.0,333.0
909807052.0,243.0,328.0
909808712.0,259.0,321.0
909810368.0,298.0,325.0
909812024.0,338.0,326.0
909813680.0,268.0,327.0
909815336.0,354.0,330.0
909816996.0,464.0,330.0
909818652.0,345.0,330.0
909820308.0,111.0,329.0
909821972.0,300.0,329.0
909823620.0,460.0,326.0
909825276.0,403.0,322.0
909826932.0,314.0,328.0
909828588.0,214.0,329.0
909830244.0,376.0,327.0
909831904.0,314.0,327.0
909833560.0,309.0,329.0
909835216.0,287.0,325.0
909836872.0,362.0,330.0
909838528.0,367.0,328.0
909840184.0,366.0,326.0
909841840.0,369.0,329.0
909843500.0,372.0,330.0
909845156.0,264.0,323.0
909846812.0,311.0,325.0
909848468.0,213.0,326.0
909850124.0,233.0,327.0
909851780.0,338.0,327.0
909853440.0,356.0,330.0
909855096.0,384.0,328.0
909856752.0,437.0,329.0
909858408.0,259.0,327.0
909860064.0,245.0,333.0
909861720.0,397.0,326.0
909863376.0,424.0,323.0
909865032.0,259.0,325.0
909866692.0,162.0,327.0
909868348.0,231.0,328.0
909870004.0,387.0,330.0
909871660.0,370.0,334.0
909873316.0,363.0,329.0
909874976.0,365.0,321.0
909876628.0,363.0,320.0
909878296.0,370.0,327.0
909879944.0,276.0,329.0
909881600.0,293.0,329.0
909883256.0,468.0,326.0
909884912.0,346.0,324.0
909886568.0,109.0,322.0
909888228.0,287.0,329.0
909889884.0,364.0,327.0
909891540.0,328.0,327.0
909893196.0,376.0,328.0
909894852.0,365.0,327.0
909896508.0,381.0,331.0
909898164.0,478.0,324.0
909899820.0,179.0,324.0
909901480.0,232.0,326.0
909903136.0,251.0,326.0
909904792.0,323.0,326.0
909906448.0,372.0,329.0
909908104.0,346.0,331.0
909909760.0,252.0,330.0
909911420.0,360.0,329.0
909913076.0,389.0,325.0
909914732.0,289.0,323.0
909916388.0,339.0,328.0
909918044.0,394.0,328.0
909919700.0,287.0,329.0
909921356.0,262.0,326.0
909923016.0,305.0,329.0
909924672.0,462.0,328.0
909926328.0,289.0,326.0
909927984.0,270.0,326.0
909929640.0,309.0,326.0
909931296.0,310.0,329.0
909932952.0,363.0,328.0
909934620.0,364.0,329.0
909936268.0,357.0,331.0
909937924.0,458.0,330.0
909939580.0,225.0,329.0
909941236.0,223.0,324.0
909942892.0,227.0,322.0
909944548.0,356.0,326.0
909946204.0,231.0,326.0
909947864.0,349.0,329.0
909949516.0,364.0,328.0
909951176.0,372.0,331.0
909952832.0,404.0,334.0
909954488.0,405.0,329.0
909956144.0,262.0,321.0
909957800.0,307.0,323.0
909959456.0,234.0,323.0
909961112.0,379.0,324.0
909962772.0,402.0,321.0
909964428.0,222.0,328.0
909966084.0,236.0,339.0
909967740.0,386.0,334.0
909969396.0,395.0,330.0
909971052.0,267.0,334.0
909972712.0,360.0,329.0
909974368.0,349.0,325.0
909976024.0,367.0,327.0
909977680.0,307.0,325.0
909979336.0,328.0,326.0
909980996.0,332.0,324.0
909982648.0,321.0,326.0
909984308.0,292.0,331.0
909985964.0,304.0,332.0
909987620.0,409.0,327.0
909989276.0,432.0,326.0
909990940.0,181.0,328.0
909992588.0,289.0,324.0
909994248.0,359.0,320.0
909995904.0,319.0,326.0
909997560.0,270.0,328.0
909999216.0,319.0,333.0
910000872.0,376.0,332.0
910002528.0,312.0,327.0
910004184.0,361.0,327.0
910005844.0,370.0,322.0
910007500.0,322.0,326.0
910009156.0,317.0,324.0
910010812.0,291.0,327.0
910012468.0,319.0,330.0
910014124.0,329.0,325.0
910015780.0,323.0,330.0
910017436.0,339.0,327.0
910019092.0,251.0,328.0
910020752.0,294.0,329.0
910022408.0,455.0,326.0
910024064.0,366.0,327.0
910025720.0,138.0,332.0
910027376.0,364.0,327.0
910029036.0,298.0,327.0
910030688.0,305.0,326.0
910032348.0,357.0,324.0
910034004.0,367.0,326.0
910035660.0,300.0,330.0
910037316.0,387.0,327.0
910038972.0,265.0,330.0
910040632.0,322.0,330.0
910042284.0,348.0,326.0
910043944.0,295.0,324.0
910045600.0,279.0,330.0
910047260.0,370.0,328.0
910048912.0,329.0,327.0
910050568.0,410.0,326.0
910052224.0,331.0,326.0
910053884.0,310.0,325.0
910055536.0,125.0,326.0
910057196.0,354.0,325.0
910058852.0,370.0,331.0
910060508.0,346.0,332.0
910062164.0,350.0,328.0
910063824.0,373.0,329.0
910065480.0,384.0,328.0
910067132.0,270.0,328.0
910068792.0,313.0,326.0
910070448.0,392.0,325.0
910072104.0,412.0,332.0
910073760.0,218.0,330.0
910075416.0,199.0,319.0
910077076.0,370.0,322.0
910078732.0,330.0,331.0
910080388.0,329.0,329.0
910082044.0,418.0,332.0
910083700.0,283.0,328.0
910085356.0,274.0,318.0
910087012.0,326.0,327.0
910088668.0,303.0,327.0
910090324.0,358.0,330.0
910091984.0,376.0,327.0
910093640.0,329.0,323.0
910095296.0,259.0,326.0
910096952.0,309.0,324.0
910098608.0,393.0,329.0
910100268.0,321.0,329.0
910101924.0,266.0,330.0
910103580.0,324.0,330.0
910105236.0,275.0,328.0
910106892.0,289.0,327.0
910108548.0,486.0,327.0
910110204.0,299.0,323.0
910111860.0,270.0,330.0
910113520.0,362.0,330.0
910115176.0,423.0,325.0
910116832.0,319.0,328.0
910118488.0,228.0,327.0
910120144.0,224.0,330.0
910121800.0,334.0,327.0
910123456.0,408.0,329.0
910125112.0,295.0,327.0
910126772.0,315.0,327.0
910128428.0,333.0,326.0
910130084.0,378.0,327.0
910131740.0,279.0,331.0
910133396.0,368.0,328.0
910135052.0,354.0,327.0
910136712.0,263.0,324.0
910138368.0,345.0,324.0
910140024.0,377.0,324.0
910141680.0,237.0,327.0
910143336.0,263.0,327.0
910144992.0,321.0,331.0
910146648.0,380.0,329.0
910148308.0,335.0,329.0
910149964.0,353.0,328.0
910151620.0,371.0,325.0
910153276.0,279.0,325.0
910154932.0,366.0,328.0
910156588.0,277.0,323.0
910158244.0,304.0,325.0
910159904.0,333.0,328.0
910161560.0,328.0,328.0
910163216.0,319.0,329.0
910164872.0,350.0,332.0
910166528.0,333.0,326.0
910168184.0,438.0,325.0
910169840.0,223.0,323.0
910171500.0,257.0,330.0
910173156.0,340.0,329.0
910174812.0,340.0,326.0
910176468.0,368.0,327.0
910178124.0,370.0,326.0
910179780.0,242.0,328.0
910181436.0,337.0,326.0
910183092.0,417.0,330.0
910184752.0,208.0,326.0
910186408.0,321.0,326.0
910188064.0,355.0,329.0
910189720.0,392.0,329.0
