timestamp,Outer forearm sensor value (1),Inner forearm sensor value (2)
718865036.0,319.0,205.0
718866692.0,329.0,146.0
718868348.0,326.0,464.0
718870004.0,315.0,570.0
718871660.0,327.0,393.0
718873316.0,332.0,245.0
718874972.0,333.0,312.0
718876628.0,324.0,307.0
718878288.0,322.0,289.0
718879944.0,315.0,250.0
718881600.0,322.0,326.0
718883256.0,326.0,335.0
718884912.0,324.0,326.0
718886568.0,327.0,393.0
718888224.0,328.0,301.0
718889884.0,322.0,258.0
718891540.0,330.0,427.0
718893196.0,330.0,268.0
718894852.0,316.0,366.0
718896508.0,323.0,408.0
718898168.0,328.0,355.0
718899824.0,326.0,306.0
718901480.0,325.0,314.0
718903136.0,321.0,285.0
718904792.0,328.0,307.0
718906448.0,327.0,308.0
718908104.0,327.0,374.0
718909760.0,325.0,371.0
718911416.0,321.0,307.0
718913076.0,319.0,225.0
718914732.0,312.0,329.0
718916388.0,323.0,438.0
718918044.0,327.0,333.0
718919708.0,325.0,232.0
718921356.0,325.0,330.0
718923012.0,332.0,386.0
718924668.0,331.0,315.0
718926328.0,326.0,336.0
718927984.0,323.0,359.0
718929640.0,325.0,164.0
718931296.0,321.0,258.0
718932952.0,326.0,357.0
718934608.0,318.0,460.0
718936268.0,315.0,416.0
718937924.0,329.0,278.0
718939580.0,326.0,299.0
718941236.0,311.0,390.0
718942892.0,331.0,416.0
718944548.0,337.0,374.0
718946204.0,317.0,328.0
718947864.0,323.0,224.0
718949520.0,332.0,271.0
718951176.0,327.0,328.0
718952832.0,329.0,254.0
718954488.0,333.0,290.0
718956144.0,331.0,381.0
718957800.0,325.0,271.0
718959460.0,315.0,265.0
718961116.0,317.0,360.0
718962772.0,322.0,459.0
718964428.0,329.0,461.0
718966084.0,318.0,290.0
718967740.0,328.0,242.0
718969400.0,323.0,376.0
718971056.0,323.0,390.0
718972712.0,327.0,351.0
718974368.0,324.0,298.0
718976028.0,323.0,302.0
718977680.0,327.0,320.0
718979336.0,324.0,300.0
718980996.0,329.0,317.0
718982648.0,327.0,352.0
718984308.0,327.0,260.0
718985964.0,322.0,236.0
718987620.0,321.0,377.0
718989276.0,332.0,398.0
718990932.0,330.0,233.0
718992588.0,315.0,203.0
718994248.0,318.0,436.0
718995904.0,327.0,449.0
718997560.0,331.0,322.0
718999216.0,323.0,314.0
719000872.0,321.0,332.0
719002528.0,322.0,332.0
719004184.0,325.0,303.0
719005844.0,329.0,307.0
719007500.0,330.0,279.0
719009156.0,332.0,320.0
719010812.0,325.0,352.0
719012468.0,321.0,358.0
719014124.0,319.0,395.0
719015784.0,318.0,291.0
719017436.0,316.0,323.0
719019092.0,328.0,354.0
719020752.0,331.0,306.0
719022408.0,326.0,331.0
719024064.0,326.0,332.0
719025720.0,326.0,315.0
719027376.0,330.0,319.0
719029032.0,332.0,318.0
719030692.0,327.0,326.0
719032348.0,326.0,330.0
719034004.0,327.0,315.0
719035660.0,328.0,214.0
719037316.0,313.0,299.0
719038976.0,321.0,443.0
719040628.0,323.0,395.0
719042288.0,325.0,317.0
719043944.0,327.0,322.0
719045600.0,329.0,347.0
719047256.0,325.0,385.0
719048912.0,325.0,438.0
719050568.0,331.0,253.0
719052228.0,327.0,216.0
719053884.0,325.0,300.0
719055540.0,324.0,332.0
719057196.0,324.0,290.0
719058852.0,322.0,324.0
719060508.0,320.0,356.0
719062164.0,329.0,381.0
719063820.0,317.0,335.0
719065480.0,326.0,333.0
719067144.0,323.0,374.0
719068792.0,321.0,336.0
719070448.0,313.0,266.0
719072104.0,329.0,274.0
719073760.0,326.0,347.0
719075416.0,324.0,397.0
719077072.0,327.0,310.0
719078732.0,326.0,275.0
719080388.0,325.0,312.0
719082044.0,325.0,328.0
719083700.0,332.0,329.0
719085356.0,330.0,328.0
719087012.0,325.0,285.0
719088672.0,333.0,313.0
719090328.0,331.0,359.0
719091984.0,331.0,420.0
719093640.0,325.0,329.0
719095296.0,320.0,309.0
719096952.0,316.0,350.0
719098612.0,328.0,282.0
719100268.0,323.0,278.0
719101924.0,320.0,338.0
719103580.0,324.0,352.0
719105236.0,325.0,405.0
719106892.0,322.0,339.0
719108548.0,325.0,311.0
719110204.0,327.0,305.0
719111860.0,316.0,342.0
719113520.0,331.0,396.0
719115176.0,325.0,258.0
719116832.0,325.0,214.0
719118488.0,326.0,351.0
719120144.0,330.0,354.0
719121800.0,322.0,341.0
719123468.0,320.0,296.0
719125116.0,319.0,330.0
719126772.0,331.0,352.0
719128428.0,329.0,372.0
719130084.0,325.0,323.0
719131740.0,331.0,298.0
719133396.0,335.0,339.0
719135052.0,328.0,359.0
719136712.0,314.0,339.0
719138368.0,318.0,329.0
719140024.0,325.0,291.0
719141680.0,331.0,312.0
719143336.0,320.0,313.0
719144992.0,323.0,407.0
719146648.0,326.0,343.0
719148308.0,325.0,257.0
719149964.0,328.0,329.0
719151620.0,336.0,322.0
719153276.0,330.0,327.0
719154932.0,326.0,324.0
719156588.0,322.0,338.0
719158248.0,316.0,350.0
719159900.0,314.0,306.0
719161560.0,323.0,293.0
719163216.0,323.0,324.0
719164872.0,322.0,331.0
719166528.0,319.0,332.0
719168184.0,332.0,352.0
719169844.0,334.0,368.0
719171500.0,330.0,326.0
719173156.0,328.0,314.0
719174812.0,322.0,323.0
719176468.0,327.0,332.0
719178124.0,325.0,281.0
719179788.0,324.0,284.0
719181436.0,314.0,438.0
719183096.0,316.0,323.0
719184752.0,321.0,200.0
719186408.0,317.0,359.0
719188064.0,339.0,385.0
719189720.0,330.0,313.0
719191376.0,321.0,280.0
719193032.0,323.0,336.0
719194692.0,328.0,360.0
719196348.0,326.0,384.0
719198004.0,329.0,376.0
719199660.0,324.0,315.0
719201316.0,325.0,301.0
719202972.0,324.0,320.0
719204628.0,322.0,308.0
719206284.0,323.0,301.0
719207944.0,333.0,318.0
719209600.0,336.0,333.0
719211256.0,328.0,344.0
719212912.0,328.0,348.0
719214568.0,325.0,325.0
719216224.0,318.0,319.0
719217880.0,327.0,321.0
719219540.0,323.0,317.0
719221196.0,317.0,276.0
719222852.0,318.0,257.0
719224508.0,321.0,379.0
719226164.0,322.0,407.0
719227820.0,328.0,383.0
719229476.0,331.0,323.0
719231136.0,324.0,294.0
719232792.0,326.0,349.0
719234448.0,327.0,327.0
719236112.0,330.0,302.0
719237760.0,336.0,306.0
719239416.0,328.0,324.0
719241072.0,321.0,325.0
719242732.0,319.0,323.0
719244388.0,320.0,333.0
719246044.0,321.0,330.0
