timestamp,Outer forearm sensor value (1),Inner forearm sensor value (2)
666317740.0,317.0,319.0
666319396.0,320.0,318.0
666321052.0,326.0,337.0
666322708.0,325.0,312.0
666324364.0,324.0,326.0
666326028.0,324.0,334.0
666327676.0,324.0,321.0
666329336.0,329.0,341.0
666330992.0,328.0,340.0
666332648.0,328.0,327.0
666334304.0,325.0,318.0
666335960.0,325.0,326.0
666337616.0,323.0,325.0
666339272.0,325.0,317.0
666340932.0,325.0,313.0
666342588.0,324.0,336.0
666344244.0,326.0,331.0
666345900.0,323.0,339.0
666347556.0,326.0,342.0
666349212.0,326.0,312.0
666350868.0,328.0,318.0
666352524.0,324.0,353.0
666354180.0,326.0,341.0
666355840.0,325.0,307.0
666357496.0,324.0,317.0
666359152.0,328.0,319.0
666360808.0,324.0,335.0
666362464.0,323.0,335.0
666364120.0,324.0,332.0
666365780.0,325.0,322.0
666367436.0,330.0,325.0
666369092.0,324.0,331.0
666370748.0,327.0,328.0
666372404.0,327.0,325.0
666374060.0,326.0,326.0
666375716.0,322.0,317.0
666377372.0,323.0,325.0
666379032.0,322.0,332.0
666380688.0,321.0,335.0
666382352.0,321.0,329.0
666384000.0,322.0,339.0
666385660.0,322.0,316.0
666387312.0,326.0,287.0
666388968.0,332.0,328.0
666390628.0,326.0,344.0
666392284.0,328.0,346.0
666393940.0,330.0,320.0
666395596.0,324.0,306.0
666397252.0,322.0,348.0
666398908.0,323.0,339.0
666400568.0,324.0,332.0
666402224.0,326.0,316.0
666403880.0,323.0,304.0
666405536.0,323.0,327.0
666407192.0,327.0,342.0
666408848.0,324.0,319.0
666410508.0,330.0,347.0
666412164.0,330.0,343.0
666413820.0,324.0,322.0
666415476.0,323.0,349.0
666417132.0,324.0,337.0
666418788.0,323.0,322.0
666420444.0,323.0,282.0
666422100.0,322.0,320.0
666423760.0,323.0,357.0
666425416.0,327.0,342.0
666427072.0,324.0,318.0
666428728.0,325.0,316.0
666430384.0,329.0,323.0
666432040.0,328.0,320.0
666433700.0,323.0,333.0
666435352.0,330.0,326.0
666437012.0,323.0,319.0
666438676.0,324.0,327.0
666440324.0,319.0,336.0
666441980.0,324.0,333.0
666443636.0,323.0,339.0
666445292.0,330.0,328.0
666446948.0,322.0,322.0
666448608.0,326.0,328.0
666450264.0,325.0,321.0
666451920.0,332.0,334.0
666453576.0,323.0,320.0
666455232.0,321.0,313.0
666456888.0,321.0,302.0
666458544.0,324.0,313.0
666460204.0,321.0,339.0
666461860.0,327.0,375.0
666463516.0,328.0,340.0
666465172.0,326.0,326.0
666466828.0,326.0,322.0
666468484.0,327.0,327.0
666470144.0,322.0,325.0
666471800.0,325.0,317.0
666473456.0,326.0,323.0
666475112.0,327.0,335.0
666476768.0,324.0,334.0
666478424.0,325.0,296.0
666480084.0,324.0,310.0
666481736.0,320.0,348.0
666483396.0,325.0,361.0
666485052.0,329.0,346.0
666486708.0,326.0,309.0
666488364.0,322.0,315.0
666490020.0,330.0,326.0
666491676.0,328.0,327.0
666493336.0,324.0,326.0
666495000.0,324.0,306.0
666496648.0,323.0,292.0
666498304.0,325.0,364.0
666499960.0,327.0,354.0
666501616.0,322.0,320.0
666503272.0,324.0,339.0
666504928.0,324.0,329.0
666506588.0,327.0,307.0
666508244.0,324.0,326.0
666509900.0,328.0,355.0
666511556.0,328.0,344.0
666513212.0,322.0,324.0
666514868.0,317.0,327.0
666516524.0,326.0,314.0
666518184.0,328.0,316.0
666519840.0,327.0,309.0
666521496.0,323.0,338.0
666523152.0,323.0,319.0
666524808.0,327.0,331.0
666526464.0,328.0,319.0
666528120.0,323.0,329.0
666529776.0,327.0,351.0
666531436.0,329.0,331.0
666533092.0,326.0,326.0
666534748.0,329.0,330.0
666536404.0,324.0,300.0
666538060.0,324.0,310.0
666539716.0,318.0,320.0
666541376.0,322.0,338.0
666543032.0,324.0,352.0
666544688.0,321.0,344.0
666546344.0,320.0,328.0
666548000.0,318.0,339.0
666549656.0,323.0,328.0
666551320.0,331.0,332.0
666552968.0,334.0,341.0
666554628.0,331.0,313.0
666556284.0,330.0,305.0
666557940.0,328.0,325.0
666559596.0,326.0,338.0
666561252.0,321.0,323.0
666562908.0,320.0,296.0
666564568.0,314.0,330.0
666566224.0,319.0,342.0
666567880.0,323.0,340.0
666569536.0,331.0,335.0
666571192.0,334.0,326.0
666572848.0,329.0,319.0
666574508.0,324.0,331.0
666576160.0,324.0,326.0
