timestamp,Outer forearm sensor value (1),Inner forearm sensor value (2)
1233525436.0,282.0,327.0
1233527180.0,364.0,326.0
1233528924.0,314.0,327.0
1233530668.0,350.0,328.0
1233532412.0,325.0,328.0
1233534156.0,323.0,328.0
1233535900.0,303.0,329.0
1233537644.0,302.0,327.0
1233539388.0,357.0,329.0
1233541140.0,324.0,328.0
1233542872.0,349.0,328.0
1233544616.0,342.0,328.0
1233546360.0,289.0,327.0
1233548104.0,312.0,326.0
1233549848.0,323.0,328.0
1233551592.0,353.0,328.0
1233553336.0,309.0,326.0
1233555080.0,300.0,326.0
1233556824.0,340.0,327.0
1233558568.0,340.0,330.0
1233560312.0,321.0,328.0
1233562056.0,278.0,326.0
1233563800.0,340.0,326.0
1233565544.0,297.0,329.0
1233567288.0,402.0,330.0
1233569032.0,358.0,330.0
1233570776.0,310.0,327.0
1233572516.0,309.0,328.0
1233574260.0,313.0,326.0
1233576004.0,305.0,327.0
1233577748.0,301.0,325.0
1233579492.0,359.0,327.0
1233581236.0,343.0,326.0
1233582980.0,323.0,329.0
1233584724.0,325.0,328.0
1233586468.0,329.0,327.0
1233588212.0,311.0,329.0
1233589956.0,329.0,329.0
1233591696.0,333.0,329.0
1233593440.0,300.0,324.0
1233595184.0,328.0,324.0
1233596932.0,319.0,327.0
1233598676.0,309.0,329.0
1233600416.0,351.0,330.0
1233602160.0,324.0,328.0
1233603904.0,300.0,326.0
1233605656.0,355.0,328.0
1233607392.0,352.0,329.0
1233609136.0,324.0,328.0
1233610880.0,315.0,327.0
1233612624.0,285.0,328.0
1233614368.0,337.0,327.0
1233616112.0,336.0,328.0
1233617856.0,336.0,327.0
1233619600.0,328.0,328.0
1233621344.0,298.0,329.0
1233623084.0,323.0,327.0
1233624828.0,325.0,327.0
1233626572.0,285.0,328.0
1233628316.0,372.0,325.0
1233630060.0,316.0,330.0
1233631804.0,360.0,330.0
1233633548.0,344.0,328.0
1233635292.0,317.0,327.0
1233637036.0,318.0,327.0
1233638780.0,303.0,326.0
1233640524.0,320.0,326.0
1233642268.0,340.0,328.0
1233644012.0,313.0,329.0
1233645756.0,310.0,325.0
1233647500.0,304.0,328.0
1233649244.0,323.0,329.0
1233650988.0,329.0,326.0
1233652732.0,343.0,328.0
1233654476.0,324.0,328.0
1233656216.0,360.0,329.0
1233657960.0,332.0,330.0
1233659704.0,327.0,327.0
1233661448.0,295.0,326.0
1233663192.0,317.0,328.0
1233664936.0,367.0,328.0
1233666680.0,292.0,327.0
1233668424.0,295.0,326.0
1233670172.0,367.0,329.0
1233671912.0,290.0,326.0
1233673656.0,334.0,326.0
1233675396.0,371.0,327.0
1233677140.0,317.0,328.0
1233678888.0,330.0,328.0
1233680632.0,322.0,328.0
1233682372.0,315.0,324.0
1233684116.0,338.0,327.0
1233685860.0,317.0,328.0
1233687604.0,318.0,329.0
1233689348.0,314.0,329.0
1233691092.0,303.0,327.0
1233692836.0,324.0,326.0
1233694580.0,318.0,325.0
1233696324.0,377.0,327.0
1233698068.0,321.0,328.0
1233699812.0,314.0,329.0
1233701556.0,307.0,326.0
1233703296.0,325.0,327.0
1233705040.0,331.0,328.0
1233706784.0,306.0,325.0
1233708532.0,297.0,327.0
1233710276.0,300.0,327.0
1233712016.0,388.0,330.0
1233713760.0,347.0,324.0
1233715504.0,291.0,327.0
1233717256.0,332.0,329.0
1233718992.0,336.0,327.0
1233720736.0,309.0,328.0
1233722480.0,329.0,329.0
1233724224.0,322.0,328.0
1233725968.0,306.0,326.0
1233727712.0,310.0,327.0
1233729456.0,342.0,329.0
1233731200.0,311.0,327.0
1233732940.0,319.0,327.0
1233734684.0,366.0,329.0
1233736428.0,323.0,329.0
1233738176.0,318.0,328.0
1233739916.0,323.0,328.0
1233741660.0,314.0,328.0
1233743404.0,317.0,330.0
1233745148.0,326.0,327.0
1233746892.0,321.0,328.0
1233748636.0,299.0,327.0
1233750380.0,387.0,329.0
1233752124.0,377.0,329.0
1233753868.0,318.0,328.0
1233755612.0,337.0,323.0
1233757356.0,307.0,322.0
1233759100.0,298.0,326.0
1233760844.0,312.0,328.0
1233762588.0,317.0,329.0
