timestamp,Outer forearm sensor value (1),Inner forearm sensor value (2)
1112658888.0,327.0,328.0
1112660632.0,324.0,328.0
1112662372.0,321.0,328.0
1112664116.0,338.0,326.0
1112665860.0,315.0,329.0
1112667608.0,302.0,327.0
1112669348.0,366.0,326.0
1112671092.0,339.0,330.0
1112672836.0,274.0,327.0
1112674580.0,312.0,328.0
1112676324.0,344.0,329.0
1112678068.0,360.0,329.0
1112679812.0,304.0,325.0
1112681556.0,311.0,328.0
1112683300.0,340.0,330.0
1112685044.0,310.0,329.0
1112686788.0,330.0,328.0
1112688532.0,345.0,327.0
1112690276.0,320.0,328.0
1112692020.0,298.0,329.0
1112693772.0,344.0,328.0
1112695508.0,296.0,330.0
1112697248.0,331.0,326.0
1112698992.0,359.0,326.0
1112700736.0,367.0,326.0
1112702480.0,308.0,328.0
1112704224.0,301.0,326.0
1112705968.0,321.0,328.0
1112707712.0,339.0,330.0
1112709456.0,339.0,328.0
1112711200.0,358.0,330.0
1112712944.0,305.0,328.0
1112714688.0,274.0,327.0
1112716432.0,352.0,326.0
1112718172.0,321.0,328.0
1112719920.0,321.0,329.0
1112721664.0,339.0,328.0
1112723404.0,271.0,326.0
1112725148.0,301.0,328.0
1112726892.0,350.0,326.0
1112728636.0,332.0,328.0
1112730380.0,324.0,331.0
1112732124.0,321.0,327.0
1112733868.0,368.0,328.0
1112735612.0,357.0,328.0
1112737356.0,274.0,328.0
1112739100.0,319.0,328.0
1112740844.0,338.0,326.0
1112742588.0,320.0,328.0
1112744332.0,324.0,328.0
1112746076.0,321.0,327.0
1112747816.0,349.0,328.0
1112749564.0,344.0,329.0
1112751308.0,295.0,327.0
1112753048.0,320.0,325.0
1112754792.0,302.0,327.0
1112756536.0,318.0,328.0
1112758288.0,320.0,328.0
1112760024.0,340.0,330.0
1112761768.0,365.0,327.0
1112763512.0,315.0,328.0
1112765256.0,292.0,327.0
1112767000.0,343.0,328.0
1112768744.0,362.0,328.0
1112770488.0,308.0,329.0
1112772232.0,290.0,326.0
1112773972.0,316.0,328.0
1112775720.0,328.0,327.0
1112777464.0,321.0,328.0
1112779208.0,375.0,328.0
1112780948.0,351.0,327.0
1112782692.0,287.0,328.0
1112784436.0,300.0,328.0
1112786180.0,335.0,327.0
1112787924.0,295.0,327.0
1112789668.0,341.0,325.0
1112791412.0,338.0,328.0
1112793156.0,404.0,330.0
1112794900.0,324.0,329.0
1112796644.0,221.0,325.0
1112798388.0,317.0,326.0
1112800132.0,332.0,329.0
1112801876.0,316.0,327.0
1112803620.0,307.0,329.0
1112805364.0,338.0,328.0
1112807108.0,317.0,328.0
1112808852.0,354.0,330.0
1112810592.0,326.0,328.0
1112812336.0,327.0,326.0
1112814080.0,332.0,325.0
1112815824.0,301.0,329.0
1112817568.0,404.0,326.0
1112819312.0,359.0,326.0
1112821056.0,223.0,329.0
1112822808.0,303.0,329.0
1112824544.0,356.0,328.0
1112826288.0,353.0,327.0
1112828032.0,291.0,328.0
1112829776.0,341.0,329.0
1112831520.0,295.0,327.0
1112833264.0,270.0,329.0
1112835004.0,346.0,327.0
1112836748.0,369.0,327.0
1112838492.0,406.0,327.0
1112840236.0,289.0,327.0
1112841980.0,218.0,327.0
1112843724.0,326.0,328.0
1112845468.0,337.0,328.0
1112847212.0,342.0,329.0
1112848956.0,345.0,330.0
1112850700.0,340.0,324.0
1112852444.0,332.0,329.0
1112854188.0,310.0,326.0
1112855928.0,293.0,325.0
1112857676.0,325.0,328.0
1112859416.0,344.0,329.0
1112861164.0,370.0,328.0
1112862908.0,331.0,328.0
1112864648.0,327.0,329.0
1112866392.0,290.0,327.0
1112868136.0,318.0,328.0
1112869880.0,333.0,326.0
1112871624.0,367.0,327.0
1112873368.0,368.0,327.0
