global_timestamp_ms,angle
1691507137.246,
1691507137.2793334,
1691507137.312667,
1691507137.346,
1691507137.3793335,46.24376522935154
1691507137.4126668,65.29778348767073
1691507137.446,16.429650666720157
1691507137.4793334,23.847840114626198
1691507137.5126667,23.27567569364815
1691507137.546,26.35316978604744
1691507137.5793333,32.17225185550594
1691507137.6126666,87.58381631078626
1691507137.646,94.72886080157963
1691507137.6793334,163.0050041703378
1691507137.7126667,132.2652140075136
1691507137.746,171.19233645513938
1691507137.7793334,165.9533617604995
1691507137.812667,179.75536694371965
1691507137.846,163.01811073336654
1691507137.8793335,170.23091249132267
1691507137.9126668,170.5818997685813
1691507137.946,154.2148106753628
1691507137.9793334,
1691507138.0126667,
1691507138.046,
1691507138.0793333,
1691507138.1126666,
1691507138.146,
1691507138.1793334,
1691507138.2126667,
1691507138.246,
1691507138.2793334,
1691507138.312667,84.41600744674238
1691507138.346,97.92039422964388
1691507138.3793335,
1691507138.4126668,
1691507138.446,
1691507138.4793334,
1691507138.5126667,
1691507138.546,
1691507138.5793333,
1691507138.6126666,145.56260024681015
1691507138.646,139.0781393624628
1691507138.6793334,138.58083428611124
1691507138.7126667,149.6934302486586
1691507138.746,150.77650435561935
1691507138.7793334,156.37023221913526
1691507138.812667,162.05962370735224
1691507138.846,166.66192737384173
1691507138.8793335,167.47231480102502
1691507138.9126668,168.68755147364453
1691507138.946,170.79770752501625
1691507138.9793334,174.8652985226835
1691507139.0126667,175.41429790115978
1691507139.046,172.82976505664288
1691507139.0793333,173.58009529492017
1691507139.1126666,173.8274361611269
1691507139.146,177.99111468495803
1691507139.1793334,177.95213335936222
1691507139.2126667,179.4861410516895
1691507139.246,176.57221636449464
1691507139.2793334,177.73678291491905
1691507139.312667,177.06128846962395
1691507139.346,174.4350891054818
1691507139.3793335,172.7238309181923
1691507139.4126668,172.4998149578182
1691507139.446,170.91689182020949
1691507139.4793334,170.0267933492681
1691507139.5126667,169.0269199758108
1691507139.546,164.96280809462212
1691507139.5793333,159.0453758767701
1691507139.6126666,154.19125965007748
1691507139.646,146.1677433638143
1691507139.6793334,138.85926227810447
1691507139.7126667,126.47248256337836
1691507139.746,117.75857710636984
1691507139.7793334,108.6939003080481
1691507139.812667,100.33612223920868
1691507139.846,89.62548061360592
1691507139.8793335,77.06615607026463
1691507139.9126668,66.13462387200188
1691507139.946,58.011729032049836
1691507139.9793334,52.38710573825676
1691507140.0126667,45.48762030508156
1691507140.046,41.792186238735624
1691507140.0793333,36.37546320483452
1691507140.1126666,30.731555037689635
1691507140.146,32.2121464504973
1691507140.1793334,32.381069351185204
1691507140.2126667,30.679646930892098
1691507140.246,34.22321525031782
1691507140.2793334,43.935939817919255
1691507140.312667,175.75599448639787
1691507140.346,175.7223199545866
1691507140.3793335,35.373977826252386
1691507140.4126668,135.53199520793763
1691507140.446,61.57724390224651
1691507140.4793334,
1691507140.5126667,
1691507140.546,
1691507140.5793333,
1691507140.6126666,
1691507140.646,
1691507140.6793334,
1691507140.7126667,
1691507140.746,
1691507140.7793334,
1691507140.812667,
1691507140.846,
1691507140.8793335,
1691507140.9126668,
1691507140.946,
1691507140.9793334,
1691507141.0126667,42.38698676877829
1691507141.046,48.54480113942805
1691507141.0793333,53.86937096665829
1691507141.1126666,72.21430158919762
1691507141.146,95.02144200265454
1691507141.1793334,102.77710794301372
1691507141.2126667,117.9516852990888
1691507141.246,129.64062336990372
1691507141.2793334,139.34641240070454
1691507141.312667,147.9928254155439
1691507141.346,149.16390030287397
1691507141.3793335,157.4844357161984
1691507141.4126668,161.56371957967158
1691507141.446,163.50120887068525
1691507141.4793334,165.10018332315366
1691507141.5126667,171.45731045922273
1691507141.546,171.97309780259374
1691507141.5793333,173.83036864233085
1691507141.6126666,176.57966320564768
1691507141.646,176.51049768955002
1691507141.6793334,177.36261469863595
1691507141.7126667,178.84377636784174
1691507141.746,178.74669599553098
1691507141.7793334,178.545448873367
1691507141.812667,179.0294752942459
1691507141.846,178.43814438709512
1691507141.8793335,178.98064895617898
1691507141.9126668,173.0379173689428
1691507141.946,172.03952275284635
1691507141.9793334,177.43267587131902
1691507142.0126667,179.63456761548048
1691507142.046,177.42690245643857
1691507142.0793333,179.73570999121586
1691507142.1126666,179.2822098139027
1691507142.146,175.29859504427097
1691507142.1793334,173.04105440077916
1691507142.2126667,172.28900683199407
1691507142.246,165.44625650419925
1691507142.2793334,159.5462542758348
1691507142.312667,153.54107890580767
1691507142.346,146.04685769436173
1691507142.3793335,124.03148101223873
1691507142.4126668,115.4777247047062
1691507142.446,105.54132508274981
1691507142.4793334,93.2873843178565
1691507142.5126667,78.41239389733127
1691507142.546,72.20662921887771
1691507142.5793333,58.65776994317685
1691507142.6126666,53.1921244277216
1691507142.646,49.49643509677478
1691507142.6793334,42.886361975310734
1691507142.7126667,35.281404615640135
1691507142.746,38.45735380145999
1691507142.7793334,36.89313169134438
1691507142.812667,32.18776156124646
1691507142.846,30.883647493731942
1691507142.8793335,26.780148807029754
1691507142.9126668,26.124931867809938
1691507142.946,28.254892603611967
1691507142.9793334,26.02965666089387
1691507143.0126667,24.525367532862532
1691507143.046,22.328279669747037
1691507143.0793333,22.262303913449433
1691507143.1126666,20.61200084778
1691507143.146,20.403813671270562
1691507143.1793334,22.66955862507745
1691507143.2126667,28.334904184533702
1691507143.246,33.69056016632324
1691507143.2793334,24.66885428029539
1691507143.312667,30.520539473624023
1691507143.346,30.563600918971986
1691507143.3793335,33.116699637575266
1691507143.4126668,42.41261152046081
1691507143.446,31.69159013631551
1691507143.4793334,120.09852008360475
1691507143.5126667,43.60324935190237
1691507143.546,40.99601896433496
1691507143.5793333,28.72519783298044
1691507143.6126666,28.05499211211198
1691507143.646,29.988377854695617
1691507143.6793334,34.7889035101644
1691507143.7126667,41.183103656971106
1691507143.746,42.445452264192916
1691507143.7793334,47.575882981764536
1691507143.812667,53.17083940399278
1691507143.846,71.3359940870833
1691507143.8793335,84.62487025976593
1691507143.9126668,105.03402092310166
1691507143.946,112.41924714004148
1691507143.9793334,120.12376119162815
1691507144.0126667,133.39369644880867
1691507144.046,139.96417552259064
1691507144.0793333,151.2354656484701
1691507144.1126666,157.46090320071954
1691507144.146,160.96739564960203
1691507144.1793334,161.74255899471302
1691507144.2126667,162.9722963404941
1691507144.246,164.4171696669605
1691507144.2793334,165.51303510758981
1691507144.312667,167.02954046049646
1691507144.346,168.6891042880442
1691507144.3793335,166.7211840825778
1691507144.4126668,167.05531738107388
1691507144.446,165.5012968847762
1691507144.4793334,163.8188873841308
1691507144.5126667,163.4638088793729
1691507144.546,163.23607542006678
1691507144.5793333,159.6328778947253
1691507144.6126666,159.3890898179504
1691507144.646,162.20322948810602
1691507144.6793334,165.09401762484796
1691507144.7126667,165.81535080011653
1691507144.746,166.363470399098
1691507144.7793334,166.0307544930566
1691507144.812667,167.3590346745607
1691507144.846,170.39576458317777
1691507144.8793335,169.71909725433156
1691507144.9126668,169.02445820253618
1691507144.946,167.2360720054538
1691507144.9793334,168.51027252635072
1691507145.0126667,166.9702771480354
