global_timestamp_ms,video_timestamp_ms,landmark_id,x,y,z
1691502011.9120874,0.0,0,0.7018089890480042,0.5439108610153198,-2.466179012117209e-07
1691502011.9120874,0.0,1,0.7218083143234253,0.4160800576210022,-0.04483899846673012
1691502011.9120874,0.0,2,0.7752609252929688,0.33616864681243896,-0.05353282019495964
1691502011.9120874,0.0,3,0.8250396251678467,0.27036863565444946,-0.05023804306983948
1691502011.9120874,0.0,4,0.861250638961792,0.21166163682937622,-0.04147562012076378
1691502011.9120874,0.0,5,0.838901698589325,0.47185784578323364,-0.02819404937326908
1691502011.9120874,0.0,6,0.8913921117782593,0.3659517467021942,-0.013183154165744781
1691502011.9120874,0.0,7,0.8746269941329956,0.2961575388908386,0.0018284076359122992
1691502011.9120874,0.0,8,0.849967360496521,0.2753150165081024,0.012040487490594387
1691502011.9120874,0.0,9,0.8356068134307861,0.5228817462921143,0.004033968318253756
1691502011.9120874,0.0,10,0.8779364228248596,0.40774139761924744,0.018875285983085632
1691502011.9120874,0.0,11,0.8599551916122437,0.3233049511909485,0.02557476796209812
1691502011.9120874,0.0,12,0.8376378417015076,0.2928951382637024,0.028063105419278145
1691502011.9120874,0.0,13,0.8225246667861938,0.5434360504150391,0.034921009093523026
1691502011.9120874,0.0,14,0.8553995490074158,0.43206942081451416,0.04514389857649803
1691502011.9120874,0.0,15,0.8404315710067749,0.36182039976119995,0.04316433519124985
1691502011.9120874,0.0,16,0.8198636770248413,0.3391135036945343,0.0394117496907711
1691502011.9120874,0.0,17,0.8094351887702942,0.5475876331329346,0.06352336704730988
1691502011.9120874,0.0,18,0.8356517553329468,0.4574171304702759,0.06652586907148361
1691502011.9120874,0.0,19,0.8270862102508545,0.396292507648468,0.06432567536830902
1691502011.9120874,0.0,20,0.8101802468299866,0.3718249499797821,0.06273682415485382
1691502011.961089,33.333333333333336,0,0.693636417388916,0.5459989905357361,-2.381534613959957e-07
1691502011.961089,33.333333333333336,1,0.71802818775177,0.41039642691612244,-0.04592233523726463
1691502011.961089,33.333333333333336,2,0.7697765827178955,0.3309924006462097,-0.05430721491575241
1691502011.961089,33.333333333333336,3,0.821073055267334,0.26658499240875244,-0.05114568769931793
1691502011.961089,33.333333333333336,4,0.8597924709320068,0.2100047767162323,-0.04269319772720337
1691502011.961089,33.333333333333336,5,0.8388465046882629,0.46849244832992554,-0.01880078762769699
1691502011.961089,33.333333333333336,6,0.8882302641868591,0.36274486780166626,0.0006550244870595634
1691502011.961089,33.333333333333336,7,0.8670204877853394,0.2936076521873474,0.015719551593065262
1691502011.961089,33.333333333333336,8,0.8408378958702087,0.27522367238998413,0.025132909417152405
1691502011.961089,33.333333333333336,9,0.8347986936569214,0.5234142541885376,0.014832292683422565
1691502011.961089,33.333333333333336,10,0.8694770932197571,0.40179625153541565,0.034697193652391434
1691502011.961089,33.333333333333336,11,0.8492337465286255,0.32314684987068176,0.040727000683546066
1691502011.961089,33.333333333333336,12,0.828792929649353,0.2985266149044037,0.04155251383781433
1691502011.961089,33.333333333333336,13,0.8208473324775696,0.5455734729766846,0.04663363844156265
1691502011.961089,33.333333333333336,14,0.8454136252403259,0.42952579259872437,0.0601794496178627
1691502011.961089,33.333333333333336,15,0.8301343321800232,0.3663458824157715,0.05693937465548515
1691502011.961089,33.333333333333336,16,0.8114585876464844,0.3464210033416748,0.051405150443315506
1691502011.961089,33.333333333333336,17,0.8078713417053223,0.5508946776390076,0.07585956901311874
1691502011.961089,33.333333333333336,18,0.8299301266670227,0.461748331785202,0.08139129728078842
1691502011.961089,33.333333333333336,19,0.8196779489517212,0.4079126715660095,0.07918255031108856
1691502011.961089,33.333333333333336,20,0.803476095199585,0.3877805173397064,0.07707273215055466
1691502012.0090845,66.66666666666667,0,0.6874791383743286,0.5446689128875732,-2.611930369766924e-07
1691502012.0090845,66.66666666666667,1,0.7158361673355103,0.40925559401512146,-0.044018715620040894
1691502012.0090845,66.66666666666667,2,0.7689248323440552,0.328535258769989,-0.05099870637059212
1691502012.0090845,66.66666666666667,3,0.8193225860595703,0.26032400131225586,-0.046771012246608734
1691502012.0090845,66.66666666666667,4,0.8565269112586975,0.20360130071640015,-0.03747698292136192
1691502012.0090845,66.66666666666667,5,0.8372485041618347,0.4650786519050598,-0.01567901112139225
1691502012.0090845,66.66666666666667,6,0.8833646774291992,0.3543931841850281,0.0045487890020012856
1691502012.0090845,66.66666666666667,7,0.8601299524307251,0.28857195377349854,0.01904107630252838
1691502012.0090845,66.66666666666667,8,0.8338223099708557,0.2729509770870209,0.027781018987298012
1691502012.0090845,66.66666666666667,9,0.8328647613525391,0.5192191004753113,0.017063060775399208
1691502012.0090845,66.66666666666667,10,0.8646742701530457,0.39365848898887634,0.037134770303964615
1691502012.0090845,66.66666666666667,11,0.8426167964935303,0.31993821263313293,0.04159378632903099
1691502012.0090845,66.66666666666667,12,0.8215391635894775,0.29814258217811584,0.041110094636678696
1691502012.0090845,66.66666666666667,13,0.8187034130096436,0.5404471158981323,0.04820859804749489
1691502012.0090845,66.66666666666667,14,0.8433233499526978,0.41994917392730713,0.061140332370996475
1691502012.0090845,66.66666666666667,15,0.8266769051551819,0.35977819561958313,0.05648166686296463
1691502012.0090845,66.66666666666667,16,0.8067610263824463,0.3419501781463623,0.05010369047522545
1691502012.0090845,66.66666666666667,17,0.8058574199676514,0.543556272983551,0.07708238065242767
1691502012.0090845,66.66666666666667,18,0.8280346393585205,0.4490353465080261,0.08174166828393936
1691502012.0090845,66.66666666666667,19,0.8160653710365295,0.39789068698883057,0.07903479039669037
1691502012.0090845,66.66666666666667,20,0.7987699508666992,0.38086292147636414,0.07680284231901169
1691502012.0570853,100.0,0,0.6845823526382446,0.547671914100647,-3.041322145236336e-07
1691502012.0570853,100.0,1,0.7136944532394409,0.40780574083328247,-0.03818940371274948
1691502012.0570853,100.0,2,0.767026960849762,0.32486146688461304,-0.042915228754282
1691502012.0570853,100.0,3,0.8168825507164001,0.256917268037796,-0.03722481057047844
1691502012.0570853,100.0,4,0.8534054756164551,0.20917324721813202,-0.026888079941272736
1691502012.0570853,100.0,5,0.8338549137115479,0.45820650458335876,-0.013221231289207935
